eval_date,sector,alpha_k6,alpha_k12,alpha_k18,alpha_k24,alpha_k36
2011-06-30,ICLN,-0.1981653953744075,-0.43096177967149607,-0.6504251644793058,-0.8182689612611225,-0.9677142753468756
2011-07-31,ICLN,-0.2151466946753358,-0.44414598627021123,-0.6466989101064959,-0.8200226421748811,-0.9409361173523277
2011-08-31,ICLN,-0.2231670455475785,-0.45062890183057486,-0.644593661258991,-0.8155491035015769,-0.9075968157796792
2011-09-30,ICLN,-0.2321737232494006,-0.4666590295300072,-0.6458534921732649,-0.8186512821282022,-0.8798535453671923
2011-10-31,ICLN,-0.2390164817126026,-0.47294519916827715,-0.6445483462634013,-0.7933939102608386,-0.8482371257687539
2011-11-30,ICLN,-0.23673483300598103,-0.4666914037641801,-0.6318108644034358,-0.7605367115768906,-0.8082135512023604
2011-12-31,ICLN,-0.23279638429708854,-0.4522597691048984,-0.620103565886715,-0.7285536910104689,-0.7721359563531258
2012-01-31,ICLN,-0.22899929159487542,-0.4315522154311603,-0.6048759474995453,-0.6953775522470816,-0.7273498059216315
2012-02-29,ICLN,-0.2274618562829963,-0.4214266157114127,-0.5923820579539985,-0.6671066300808941,-0.6894882260361308
2012-03-31,ICLN,-0.2344853062806066,-0.4136797689238643,-0.5864775588788016,-0.6425884280303319,-0.6561501118470474
2012-04-30,ICLN,-0.23392871745567448,-0.4055318645507986,-0.554377428548236,-0.6111729961512677,-0.6186853129933677
2012-05-31,ICLN,-0.22995657075819909,-0.3950760313974548,-0.5238018785709097,-0.57531582058028,-0.5783735893168015
2012-06-30,ICLN,-0.2194633848078098,-0.3873071815896265,-0.4957573067133803,-0.5367524956753795,-0.5393395720560374
2012-07-31,ICLN,-0.2025529238362848,-0.37587665590466984,-0.46637826065220617,-0.49679013108211645,-0.4983505143267559
2012-08-31,ICLN,-0.1939647594284163,-0.36492020167100214,-0.43964477379789785,-0.4569679139491043,-0.4620263697531344
2012-09-30,ICLN,-0.1791944626432577,-0.3519922525981949,-0.40810312174972535,-0.41319451583718503,-0.4216648055664409
2012-10-31,ICLN,-0.1716031470951241,-0.3204487110925615,-0.3772442786955933,-0.3752919266004767,-0.3847565955376932
2012-11-30,ICLN,-0.1651194606392557,-0.2938453078127105,-0.3453592498220809,-0.3415221474381803,-0.3484170185586024
2012-12-31,ICLN,-0.1678437967818167,-0.27629392190557056,-0.31728911086756967,-0.31987618724822764,-0.31987618724822764
2013-01-31,ICLN,-0.1733237320683851,-0.2638253368159214,-0.29423720724583174,-0.2957975904904712,-0.2957975904904712
