investor,tps_raw,top_tier_targets,companies_hit,portfolio_size,tps,out_degree
Kapor Capital,2.4906580217478718,18,4,19,0.13108726430251957,15.847000000000001
Scott Switzer,0.26202638587205673,3,1,2,0.13101319293602837,1.6215
Spring Capital Partners,0.26202638587205673,3,1,2,0.13101319293602837,1.6215
David S. Kidder,0.26202638587205673,3,1,2,0.13101319293602837,1.6215
Integral Capital Partners,1.4303245652043044,5,2,11,0.13002950592766405,5.1459
Kearny Venture Partners,0.3897185168711311,3,1,3,0.12990617229037704,1.8401999999999998
Andreessen Horowitz,13.762058738425726,51,19,106,0.12983074281533705,45.0008
Kite Ventures,0.7782526026530192,3,1,6,0.12970876710883653,1.6949999999999998
Mika Salmi,0.12970210142188138,4,1,1,0.12970210142188138,1.7164
Omni Capital,0.12962686793735975,3,1,1,0.12962686793735975,2.6924
Contour Venture Partners,3.108426345445109,14,5,24,0.1295177643935462,10.6444
GO Capital Fund,0.38834599425865507,5,2,3,0.12944866475288502,4.699400000000001
Fontinalis Partners,0.7758725587590292,6,1,6,0.12931209312650485,3.4464
Clearstone Venture Partners,2.7118072556534054,15,10,21,0.12913367884063837,13.8131
Knight's Bridge Capital Partners,0.3866530746148802,2,1,3,0.12888435820496005,1.4188
Stanford Management,0.2573905663538434,2,1,2,0.1286952831769217,1.5982
TVM Capital,2.187380257478975,15,5,17,0.12866942691052796,17.7059
Kanwal Rekhi,0.2562572460504917,3,2,2,0.12812862302524586,2.427
Madrona Venture Group,6.916719415634325,21,18,54,0.12808739658582083,27.4651
Borealis Ventures,1.2803360932442944,10,4,10,0.12803360932442945,7.1891
Elad Gil,1.151588617571225,6,1,9,0.12795429084124724,4.8582
TPG Biotech,0.7667278156778647,3,2,6,0.12778796927964411,4.6302
Paul Buchheit,2.6802790109905277,9,1,21,0.1276323338566918,5.814
Montlake Capital,0.381982630096018,2,1,3,0.12732754336533933,2.223
Riaz Valani,0.1272616603262146,7,1,1,0.1272616603262146,4.956
Eric Schmidt,0.5069631998018975,2,1,4,0.12674079995047438,1.3832
BancBoston Ventures,0.25343580520594317,2,1,2,0.12671790260297158,2.9616
Mangrove Capital Partners,3.5479184040555958,7,4,28,0.12671137157341414,7.3686
Jerusalem Venture Partners,2.0251835174171235,7,4,16,0.12657396983857022,7.2453
Cue Ball,0.628108260560802,8,2,5,0.12562165211216042,5.146599999999999
Lightspeed Venture Partners,14.02801890608994,47,34,112,0.12525016880437448,60.3385
Intel,0.7500030178363823,5,1,6,0.12500050297273038,2.786
Clean Pacific Ventures,0.7494062715357482,4,2,6,0.12490104525595803,3.4496
Kleiner Perkins Caufield & Byers,18.554690971779912,88,44,149,0.12452812732738196,102.3514
Tiger Global Management,1.981018127638733,12,3,16,0.12381363297742082,8.0726
BEV Capital,0.7386085012035768,4,2,6,0.1231014168672628,3.8286
QED Investors,2.69955394874039,12,6,22,0.12270699767001773,7.853000000000001
Rakesh Loonkar,0.12237848822413865,1,1,1,0.12237848822413865,0.5536
Hadi Partovi,1.4668381897123886,5,4,12,0.12223651580936572,4.8984000000000005
Rona Syndicates,0.12200337638450118,4,1,1,0.12200337638450118,1.911
Avalon Ventures,4.257947714746398,28,13,35,0.12165564899275422,29.2515
Foundry Group,6.566478662798562,30,13,54,0.12160145671849189,28.8144
Austin Ligon,0.24287367623326975,2,1,2,0.12143683811663487,2.3739
Star Ventures,1.0901523318327202,4,2,9,0.12112803687030224,3.6582
Jeffrey Sechrest,0.120949449898914,1,1,1,0.120949449898914,0.6589
Ken Sawyer,0.120949449898914,1,1,1,0.120949449898914,0.6589
Lauder Partners,0.120949449898914,1,1,1,0.120949449898914,0.6589
Alex Edelstein,0.24175604776297696,1,1,2,0.12087802388148848,0.4636
FirstMark Capital,4.911511591290008,22,13,41,0.1197929656412197,21.4359
Raymond D. Croghan,0.11916910520642503,5,1,1,0.11916910520642503,1.6854
BlueStream Ventures,0.35679029132727413,2,1,3,0.11893009710909137,1.5214
Pacifica Fund,0.1189175401691559,3,1,1,0.1189175401691559,1.8645
Blue Chip Venture Company,1.0673137402633963,4,3,9,0.1185904155848218,5.2992
Independent News & Media,0.11813269634994908,2,1,1,0.11813269634994908,2.0475
DN Capital,2.005986811064842,15,5,17,0.11799922418028483,13.0077
WPP,1.1788732205688393,7,2,10,0.11788732205688393,4.2059
Northern Light Venture Capital,0.7071508301691793,2,1,6,0.11785847169486323,3.3446
Data Collective,4.2286248444508505,12,5,36,0.11746180123474585,10.3057
Accel Partners,21.60211463840997,80,46,184,0.11740279694788026,85.4421
Global Catalyst Partners,0.9347252344061356,6,2,8,0.11684065430076696,4.1798
Prism Venture Management,2.4384563364073726,18,10,21,0.11611696840035107,16.6198
DT Capital Partners,0.5804769968519767,5,2,5,0.11609539937039534,4.880599999999999
INVESCO Private Capital,0.46324266721110624,4,1,4,0.11581066680277656,1.5748
NYC Seed,1.1572409601825866,9,2,10,0.11572409601825866,4.8402
Josh Kopelman,0.9214348975701165,4,3,8,0.11517936219626457,2.3658
Gemini Israel ventures,3.2226140379115993,17,14,28,0.11509335849684284,15.3066
In-Q-Tel,2.1863113931918985,16,6,19,0.11506902069431045,10.9332
Alsop Louie Partners,2.1861803469851497,15,6,19,0.1150621235255342,14.7944
Portview Communications Partners,0.344127223228378,4,2,3,0.11470907440945934,2.4213999999999998
Bay Partners,3.8979410792279885,18,8,34,0.11464532585964672,15.0538
Inventus Capital Partners,1.83418901211342,6,4,16,0.11463681325708874,6.8766
XSeed Capital,1.831416615965453,9,6,16,0.11446353849784081,10.18
Khosla Ventures,12.45101598444786,42,22,109,0.11422950444447579,52.6792
Klaus Hommels,0.6844342500625545,4,2,6,0.11407237501042576,4.4001
Institutional Venture Partners,1.7059068733562488,11,3,15,0.11372712489041659,6.98
Gobi Partners,0.45470831294337977,3,2,4,0.11367707823584494,3.5222
New Atlantic Ventures,3.1822383246315398,16,8,28,0.1136513687368407,12.9641
Innovation Endeavors,2.916759070192655,18,5,26,0.11218304116125596,14.9102
Summerhill Venture Partners,0.8973329215385852,5,3,8,0.11216661519232315,5.5163
Scott Banister,3.2411523213487916,13,7,29,0.11176387314995834,12.7246
Walt Winshall,0.7801859157738686,8,1,7,0.11145513082483838,6.2272
Flybridge Capital Partners,5.535116966615333,23,14,50,0.11070233933230667,24.8656
Wilson Sonsini,0.11066163477684995,1,1,1,0.11066163477684995,0.7059
Caufield Angel Fund,0.11066163477684995,1,1,1,0.11066163477684995,0.7059
Charles River Ventures,9.728181279301745,43,27,88,0.11054751453751983,50.7279
Sigvion Capital,0.11042505705152816,5,1,1,0.11042505705152816,4.319
Gunderson Dettmer,0.4409569243671305,1,1,4,0.11023923109178263,1.5982
Greylock Partners,12.896645872178958,58,31,117,0.11022774249725605,56.0437
Venture51,1.3208526451778775,12,2,12,0.11007105376482312,7.4253
Version One Ventures,0.6600080281648482,3,1,6,0.1100013380274747,2.4471
Tekton Ventures,0.8790614062880255,7,2,8,0.10988267578600319,7.148
Sumitomo Corporation Equity Asia,0.10984097803970551,3,1,1,0.10984097803970551,1.8696
James Hong,0.6589646896085419,5,2,6,0.10982744826809032,2.6757
Alex Karakozoff,0.10913483056562176,2,1,1,0.10913483056562176,1.9667999999999999
G-51 Capital,0.32663599337764926,2,2,3,0.10887866445921641,1.6048
Florian Otto,0.21755875942901062,4,1,2,0.10877937971450531,3.0304
Three Arch Partners,1.0846620684214854,9,2,10,0.10846620684214854,7.8255
Transmedia Capital,1.5183720548098982,11,2,14,0.1084551467721356,6.8881
Entrepia Ventures,0.3234679890879524,3,1,3,0.10782266302931746,2.382
Pejman Nozad,1.1829844498414757,7,3,11,0.1075440408946796,5.161
Lighthouse Capital Partners,0.6443235121708349,4,2,6,0.10738725202847249,3.5553999999999997
Norwest Venture Partners,7.141161854958975,34,17,67,0.10658450529789515,31.2186
Aster Capital,0.7411813573767037,3,1,7,0.1058830510538148,3.11
Kalaari Capital,0.6311737452951808,2,1,6,0.10519562421586347,1.2522
Chess Ventures,0.21005794935225944,3,1,2,0.10502897467612972,1.6056
Flagship Ventures,3.4611248742309133,18,7,33,0.1048825719463913,15.430200000000001
University License Equity Holdings,0.10466368631081899,4,1,1,0.10466368631081899,1.9368
Hummer Winblad Venture Partners,4.483510810641486,35,19,43,0.10426769327073224,27.3524
Techstars,1.0393062801793134,7,2,10,0.10393062801793133,4.6725
Cardinal Venture Capital,0.9324191379505368,7,4,9,0.10360212643894853,6.7989999999999995
Saturn Partners,0.30942857728753453,3,1,3,0.10314285909584485,2.7119999999999997
Napkn Ventures,0.10309740902548133,2,1,1,0.10309740902548133,2.343
Hillsven Capital,0.8244424912197703,9,2,8,0.10305531140247129,7.0447999999999995
Columbia Capital,2.7802736956884164,15,8,27,0.10297309984031172,13.3771
Sequoia Capital,19.95411589196559,61,47,194,0.10285626748435871,89.6084
Needham Capital Partners,0.20543282914926247,3,1,2,0.10271641457463124,1.8147
Easton Capital,1.2270838921491014,12,4,12,0.10225699101242512,10.9839
Tata Capital,0.30653882003623567,1,1,3,0.10217960667874522,0.3188
Spark Ventures,0.7151440857318214,4,2,7,0.10216344081883164,2.5105
The Westly Group,0.816514801685573,8,1,8,0.10206435021069662,4.3208
Sevin Rosen Funds,2.5508024296979483,8,4,25,0.10203209718791793,7.7911
New Cycle Capital,0.5099997205807795,9,2,5,0.1019999441161559,5.809699999999999
Battery Ventures,9.938391566328018,44,24,98,0.10141215884008183,43.4967
Northgate Capital,1.010921133091396,11,2,10,0.10109211330913961,5.8682
Opus Capital,2.826628468099999,10,6,28,0.10095101671785711,10.6298
Salesforce,1.8060771774613773,6,3,18,0.10033762097007652,4.1127
GrandBanks Capital,1.5047862096577749,9,5,15,0.10031908064385166,6.5911
Matt Coffin,1.298238816376928,4,2,13,0.09986452433668677,3.509
Redpoint Ventures,10.280790073118595,38,28,103,0.09981349585552034,40.223
Hearst Ventures,1.893420893324703,11,4,19,0.09965373122761595,7.0279
Javelin Venture Partners,1.9917414182477753,10,5,20,0.09958707091238876,8.1451
RTP Ventures,0.4971660554397337,3,2,5,0.09943321108794674,3.2785
Noro-Moseley Partners,0.993269819206299,9,4,10,0.0993269819206299,8.5204
Trinity Ventures,8.01826914370253,36,24,81,0.09899097708274729,33.071
Google Ventures,9.204675342305727,39,15,93,0.09897500368070675,36.6635
True Ventures,9.07001554361353,54,26,92,0.09858712547406012,64.5862
ff Venture Capital,3.922286409160111,35,6,40,0.09805716022900277,25.123099999999997
Morgenthaler Ventures,4.463463442497358,25,10,46,0.09703181396733386,22.0562
MPM Capital,2.0365832853248396,16,8,21,0.09698015644403998,15.0224
kbs+ Ventures,0.5808569774866308,5,2,6,0.0968094962477718,4.1532
Split Rock Partners,1.256962052756075,6,4,13,0.09668938867354424,3.6359
General Catalyst Partners,9.956413448782031,43,29,103,0.09666420824060225,46.3594
SLS Venture,0.19326854999484672,5,1,2,0.09663427499742336,3.1205
Josh James,0.28962893911901755,2,1,3,0.09654297970633918,1.7668
Sutter Hill Ventures,3.4622011060628632,19,6,36,0.09617225294619064,15.9075
Infinity Venture Partners Incubator Fund,0.19216242072561882,2,1,2,0.09608121036280941,1.5846
Giza Venture Capital,1.9184295835780198,9,4,20,0.095921479178901,6.3043000000000005
EPIC Ventures,1.630055903876896,12,5,17,0.0958856414045233,9.6217
Fluke Venture Partners,0.381982630096018,2,1,4,0.0954956575240045,2.223
SVB Financial Group,0.8587070474355196,4,2,9,0.09541189415950219,2.9388
Passport Capital,0.3809796499407546,1,1,4,0.09524491248518865,0.6904
Lightbank,2.272280495771184,8,4,24,0.094678353990466,8.7277
NGEN Partners,0.8508037951602405,4,3,9,0.0945337550178045,3.5813
Valhalla Partners,2.9210805336936168,19,9,31,0.09422840431269731,14.8611
Lux Capital,1.224120906054669,7,2,13,0.09416314661958992,4.3432
Michael Walrath,0.2815946479610827,4,2,3,0.09386488265369423,2.9736
Noah Goodhart,0.2815946479610827,4,2,3,0.09386488265369423,2.9736
Advent Venture Partners,1.5015217499362365,7,3,16,0.09384510937101478,5.493
Sigma Partners,4.972951408574605,29,17,53,0.09382927185989821,27.3907
Societe Generale,0.09367250202309983,3,1,1,0.09367250202309983,2.0595
Azure Capital Partners,1.964569226301696,7,3,21,0.093550915538176,6.364
Josh Coates,0.09294444751244661,3,1,1,0.09294444751244661,2.1422999999999996
SK Telecom Ventures,0.7418833867828969,5,3,8,0.09273542334786211,4.1914
TomorrowVentures,2.1327721060076894,14,4,23,0.09272922200033432,9.795300000000001
Firelake Capital Management,0.9228902822886973,4,2,10,0.09228902822886972,3.6648
Biogen Idec,0.3683530722388251,3,1,4,0.09208826805970627,1.2246000000000001
Leapfrog Ventures,1.4709093702439069,13,6,16,0.09193183564024418,9.2392
University Medical Discoveries,0.09153577852807358,3,1,1,0.09153577852807358,1.6568
Medinnova,0.09153577852807358,3,1,1,0.09153577852807358,1.6568
Grazia Equity,0.9146744618456444,1,1,10,0.09146744618456444,0.9511
RPM Ventures,1.1862334545717947,5,4,13,0.09124872727475344,2.9243
Mesa Verde Venture Partners,0.2714950663260881,5,2,3,0.09049835544202937,4.9299
Geoff Judge,0.45111419052233015,7,2,5,0.09022283810446603,4.9711
Fidelity Ventures,1.614151161859741,7,4,18,0.08967506454776339,5.667
Eghosa Omoigui,0.1788935894707729,4,1,2,0.08944679473538646,2.0
Covera Ventures,0.7982088947894858,9,4,9,0.08868987719883176,8.3342
Kip McClanahan,0.17725159391605722,2,1,2,0.08862579695802861,1.9064999999999999
RSH Ventures,0.17725159391605722,2,1,2,0.08862579695802861,2.542
David Mahoney,0.1771475954871058,2,1,2,0.0885737977435529,1.4458
Zac Zeitlin,0.17664298345460705,5,1,2,0.08832149172730352,3.5210000000000004
Horizon Ventures,0.6178019153607445,2,1,7,0.08825741648010635,1.6476
Garage Technology Ventures,1.058224817657728,10,6,12,0.08818540147147734,8.1166
DEFTA Partners,0.08812335301768846,3,1,1,0.08812335301768846,2.223
Adobe Ventures,0.5270141708523964,4,2,6,0.08783569514206607,2.2060999999999997
Nicholas Negroponte,0.5236301359864015,1,1,6,0.08727168933106692,2.2586
BCE Capital,0.174381727108462,3,1,2,0.087190863554231,2.4531
Outaouais Regional Solidarity Fund,0.08701628579382885,2,1,1,0.08701628579382885,1.4066999999999998
Insight Venture Partners,1.6529350052525542,9,4,19,0.08699657922381865,11.1759
August Capital,3.474139396569484,26,11,40,0.0868534849142371,17.0323
RRE Ventures,7.369297319423692,38,19,85,0.08669761552263168,35.786699999999996
Amidzad Partners,0.692452395570351,6,3,8,0.08655654944629387,5.0557
Warburg Pincus,0.6051198507284238,1,1,7,0.0864456929612034,0.6292
Greenangel Energy,0.0863093258566035,1,1,1,0.0863093258566035,1.704
Pond Ventures,0.6010434798365671,2,1,7,0.08586335426236673,1.2068
Victory Park Capital,0.17139384899550186,2,1,2,0.08569692449775093,1.8454
Claremont Creek Ventures,1.8801051766247352,11,8,22,0.08545932621021524,12.8804
Bend Venture Conference,0.08542367819201435,1,1,1,0.08542367819201435,0.4512
New Enterprise Associates,14.68618691331672,64,42,172,0.08538480763556232,71.6319
Bill Gates,0.42631483736275033,1,1,5,0.08526296747255006,1.453
Storm Ventures,2.8934006907359087,18,12,34,0.08510002031576203,24.8007
Teldat Group,0.08508102538595899,1,1,1,0.08508102538595899,1.8417
500 Startups,8.727982126270707,67,15,103,0.08473769054631754,54.1105
Bowery Capital,0.25415854693078893,2,1,3,0.08471951564359631,1.0008
Boston Millennia Partners,0.1690289218996442,3,1,2,0.0845144609498221,1.9704
Greycroft Partners,6.160450184374374,46,19,73,0.08438972855307363,45.2102
Authosis Ventures,0.08434804379208875,2,1,1,0.08434804379208875,1.2048
Erasmus MC Biomedical Fund,0.08423572575639453,3,1,1,0.08423572575639453,3.0797999999999996
Jeff Fluhr,0.757095313391419,7,4,9,0.08412170148793545,8.3684
Western Technology Investment,2.268892927796407,7,3,27,0.08403307139986692,5.8906
Bill Watkins,0.08402512455410495,1,1,1,0.08402512455410495,1.5736
Calumet Venture Fund,0.08402512455410495,1,1,1,0.08402512455410495,0.7868
YL Ventures,0.4180352951220253,3,2,5,0.08360705902440506,1.2792
Neoteny,0.08352582414485696,1,1,1,0.08352582414485696,1.2974
CID Group,0.4168207193766549,1,1,5,0.08336414387533098,2.3895
Harbinger Ventures,0.49964385987594095,5,2,6,0.08327397664599016,8.0112
Epicentre Technologies,0.08323662740174335,2,1,1,0.08323662740174335,1.5717
Sunstone Capital,1.324074428050264,4,4,16,0.0827546517531415,2.5846999999999998
Foundation Capital,4.675256329955099,23,13,57,0.08202204087640524,19.2916
Rick Caruso,0.08201236355424019,2,1,1,0.08201236355424019,1.4856
Mike Walsh,0.08201236355424019,2,1,1,0.08201236355424019,1.4856
Eytan Elbaz,0.08201236355424019,2,1,1,0.08201236355424019,1.4856
Mitsubishi UFJ Capital,0.5723097283609814,12,2,7,0.08175853262299734,7.0241999999999996
KPG Ventures,0.7347570203004421,4,3,9,0.08163966892227134,4.803100000000001
Caja Navarra,0.08092225229844532,2,1,1,0.08092225229844532,2.3718
Martha Stewart Living Omnimedia,0.24207793770203603,1,1,3,0.08069264590067868,1.0122
SmartForest Ventures,0.403328808472897,5,2,5,0.0806657616945794,2.1374
Austin Ventures,5.483910841994746,28,18,68,0.08064574767639332,28.352
Sienna Equity Partners,0.08050636945167096,2,1,1,0.08050636945167096,3.2148
Incubic Venture Fund,0.16052089899839822,1,1,2,0.08026044949919911,1.6956
Brett Brewer,0.0802245632169092,1,1,1,0.0802245632169092,0.8633
Highland Capital Partners,7.608053818886922,36,29,95,0.08008477704091496,33.8472
CrunchFund,4.705468252565606,19,6,59,0.07975369919602723,14.3932
Curious Office Partners,0.3174292337035887,4,2,4,0.07935730842589718,1.9018000000000002
Beacon Angels,0.15809641214828607,6,1,2,0.07904820607414303,6.072299999999999
Garber Fund,0.07895347860388381,1,1,1,0.07895347860388381,1.5632
Keynote Ventures,0.6308568627066804,3,2,8,0.07885710783833505,4.4813
New Science Ventures,0.5501836500103677,8,3,7,0.07859766428719539,6.7924
Andrew Anker,0.15699993638796225,2,1,2,0.07849996819398113,1.322
Mike Homer,0.15699993638796225,2,1,2,0.07849996819398113,1.322
Blackfin Technology,0.07834227486036799,1,1,1,0.07834227486036799,1.7194
Lacuna LLC,0.07834227486036799,1,1,1,0.07834227486036799,0.8597
The Trisiras Group,0.1564292425698791,3,1,2,0.07821462128493956,2.016
Stanford University,0.9321930416799372,7,3,12,0.0776827534733281,6.5887
Ignition Partners,5.267553629788258,18,12,68,0.07746402396747439,18.553
WRF Capital,1.160612373349118,3,3,15,0.07737415822327454,3.5704
Kelly Smith,0.3093374743524068,6,2,4,0.0773343685881017,3.5539
Andy Liu,0.3092855996751566,6,2,4,0.07732139991878915,6.6506
Frazier Healthcare Ventures,1.6197131554978768,14,6,21,0.07712919788085128,10.9596
DCM,3.7705224449538925,23,14,49,0.07694943765212026,26.3379
Highway 12 Ventures,1.1534562765931586,11,5,15,0.07689708510621057,7.0432
3TS Capital Partners,0.23065402442342492,3,1,3,0.0768846748078083,2.1459
High Country Venture,0.9188944150036404,14,4,12,0.07657453458363671,12.7763
Sand Hill Angels,1.1451921261287865,4,2,15,0.0763461417419191,3.1579
Joe Proto,0.07623944639427471,1,1,1,0.07623944639427471,0.8354
Martin Varsavsky,0.3048283582344594,3,2,4,0.07620708955861485,1.8999000000000001
Altos Ventures,1.4457540535065403,8,7,19,0.07609231860560739,9.7553
Novak Biddle Venture Partners,2.1998428676404176,12,9,29,0.07585665060829026,15.3756
North Bridge Venture Partners,5.068040981115105,35,28,67,0.07564240270321052,36.9202
Jubilee Investments,0.2262727746651556,3,1,3,0.07542425822171854,3.1929999999999996
Smac Partners,0.3015759353190422,2,1,4,0.07539398382976055,2.8848
New Venture Partners,1.2056364539906907,8,3,16,0.07535227837441817,4.9738
Venrock,6.0265837275485215,40,22,80,0.07533229659435652,38.1867
Mayfield Fund,5.939639978477638,41,18,79,0.07518531618326124,36.5405
Centerpoint Ventures,0.5209735642462133,5,2,7,0.0744247948923162,4.0456
Vision Capital,0.37018338878307355,1,1,5,0.07403667775661471,2.0127
Vulcan Capital,0.9601846526661316,5,3,13,0.07386035789739474,10.2318
Chrysalix Energy,0.5169128635753739,8,3,7,0.073844694796482,7.184
Masthead Venture Partners,0.8798986448443594,7,5,12,0.07332488707036329,5.433
SCF Arizona,0.07329236124009049,1,1,1,0.07329236124009049,0.8583
TDF Fund (Telecommunications Development Fund),0.6593632085699296,4,2,9,0.07326257872999217,6.9142
L Capital Partners,0.2926638945734991,5,1,4,0.07316597364337478,4.597799999999999
Michael Arrington,0.29247421482279556,2,1,4,0.07311855370569889,1.653
Jeff Pulver,0.29247421482279556,2,1,4,0.07311855370569889,1.653
Geoff Entress,0.655952923370429,8,3,9,0.07288365815226988,5.7273
STIC International,0.3643969648147474,3,1,5,0.07287939296294949,2.0712
PathoCapital,0.07272546260432053,2,1,1,0.07272546260432053,3.708
Druid BioVentures,0.07272546260432053,2,1,1,0.07272546260432053,3.708
Burda Digital Ventures,0.43400181035637947,5,3,6,0.07233363505939658,5.7123
350 Capital,0.07217003154846596,1,1,1,0.07217003154846596,1.6812
Shaw Group,0.07217003154846596,1,1,1,0.07217003154846596,1.6812
Strategic angels,0.07217003154846596,1,1,1,0.07217003154846596,1.6812
PacRim Venture Partners,0.21630303082185795,3,2,3,0.07210101027395265,1.26
Staenberg Venture Partners,0.14413710982346564,1,1,2,0.07206855491173282,0.2284
New Millenium Partners,0.14413710982346564,1,1,2,0.07206855491173282,0.2284
Liquid Capital Group,0.07169417886393925,3,1,1,0.07169417886393925,2.1392
Mosaic Asset Management,0.07165808053671158,2,1,1,0.07165808053671158,0.9256
Nob Hill Capital Management,0.07165808053671158,2,1,1,0.07165808053671158,0.9256
TeleSoft Partners,0.42979814202420036,6,2,6,0.07163302367070006,3.8538
High Peaks Venture Partners,1.5025487227014682,12,4,21,0.07154993917626039,6.8513
MF Capital,0.14291798795816998,3,1,2,0.07145899397908499,2.1044
Global Venture Capital,0.2140290061874604,2,1,3,0.0713430020624868,1.5176
Atlas Venture,6.205392263585372,36,21,87,0.07132634785730313,34.1575
Andy Sack,0.1416023436211859,5,1,2,0.07080117181059295,2.1454999999999997
Alex Algard,0.1416023436211859,5,1,2,0.07080117181059295,2.1454999999999997
Siemens Venture Capital,0.9909430052689379,6,3,14,0.07078164323349556,5.3079
CHL Medical Partners,0.28064209622791075,3,2,4,0.07016052405697769,2.2366
California Technology Ventures,0.35065017800338155,1,1,5,0.07013003560067631,2.542
CMEA Capital,1.538837673552185,11,5,22,0.06994716697964477,6.959099999999999
Metamorphic Ventures,1.5854418214461041,16,6,23,0.06893225310635236,12.413
Care Capital,0.2060608501047761,4,1,3,0.06868695003492536,2.2272
FundersClub,0.8856339359807465,3,1,13,0.06812568738313435,2.5062
Emergence Capital Partners,2.039440376487509,15,8,30,0.06798134588291697,12.6738
Doughty Hanson Technology Ventures,0.679383248355966,3,2,10,0.0679383248355966,1.9348
Perot Investments,0.06793146961684789,1,1,1,0.06793146961684789,0.7874
Jarl Mohn,0.61068349386987,7,1,9,0.06785372154109666,4.766299999999999
Triangle Peak Partners,0.40597352391021896,4,1,6,0.06766225398503649,2.1044
Russell Siegelman,0.2689312767815468,1,1,4,0.0672328191953867,1.2838
Matrix Partners,5.976009312860523,23,19,89,0.06714617205461261,30.7269
Inflection Point Ventures,0.20129811464030653,7,2,3,0.06709937154676884,5.851
Forerunner Ventures,0.9387646889868926,7,2,14,0.0670546206419209,4.4878
Warner Music Group,0.0668947404986236,2,1,1,0.0668947404986236,1.2198
PROfounders Capital,0.7349431102107973,5,3,11,0.06681301001916339,4.3399
Massachusetts Technology Development Corporation,0.4652928309984381,8,3,7,0.0664704044283483,7.2888
Kaszek Ventures,1.1890868482145602,10,5,18,0.06606038045636446,8.94
TL Ventures,0.724927880474773,7,3,11,0.06590253458861572,3.8859
Carmel Ventures,2.3713956296601815,16,11,36,0.06587210082389393,12.4548
Verizon Ventures,0.5251325299355469,5,1,8,0.06564156624194337,3.4044999999999996
SCP Worldwide,0.06549973718872078,1,1,1,0.06549973718872078,1.235
Baylor Angel Network,0.13012210838886307,1,1,2,0.06506105419443153,0.7088
Medtronic Sofamor Danek,0.06502198780812393,2,1,1,0.06502198780812393,1.6122
Ohio Biotech Group,0.06502198780812393,2,1,1,0.06502198780812393,1.0748
Nexus Venture Partners,2.074721854559391,5,5,32,0.06483505795498097,10.6869
China Development Industrial Bank (CDIB),0.19326854999484672,5,1,3,0.06442284999828224,3.1205
Simon Equity Partners,0.12856965091869263,1,1,2,0.06428482545934631,1.1842
Draper Fisher Jurvetson (DFJ),10.019262070723613,77,40,156,0.06422603891489495,75.4977
WI Harper Group,1.154940479757456,10,2,18,0.06416335998652534,6.779
Monitor Ventures,0.4475918167378281,4,2,7,0.06394168810540402,4.9828
Oregon Angel Fund,0.5115195037323534,2,2,8,0.06393993796654418,1.2683
BRM Capital,0.6379355103872367,4,3,10,0.06379355103872367,4.1905
Peter Boboff,0.1272616603262146,7,1,2,0.0636308301631073,4.956
Eric Chen,0.1272616603262146,7,1,2,0.0636308301631073,4.956
Adams Capital Management,0.7608823531224156,3,3,12,0.0634068627602013,5.1871
Bezos Expeditions,1.0777894084371273,9,4,17,0.06339937696688984,6.3259
Dolphin Equity Partners,0.25343580520594317,2,1,4,0.06335895130148579,2.9616
Startup Capital Ventures,0.31558163900840475,3,1,5,0.06311632780168094,1.5439
Bahrain Middle East Bank,0.06290761642932399,2,1,1,0.06290761642932399,3.0228
Chausson Finance,0.06289762580131081,1,1,1,0.06289762580131081,1.4282
BlueRun Ventures,2.321761838338246,19,9,37,0.06275031995508773,13.0368
Marissa Mayer,0.501637243567569,2,1,8,0.06270465544594613,1.3992
Silverton Partners,0.7492932744540676,6,4,12,0.06244110620450563,6.5950999999999995
Illuminate Ventures,0.3121766504433407,2,1,5,0.06243533008866814,1.237
Bill Tai,0.43580964211227535,2,2,7,0.06225852030175362,3.8000999999999996
Zohar Gilon,0.3110501105344362,2,1,5,0.06221002210688724,0.6876
The Hit Forge,0.24881689116873096,2,1,4,0.06220422279218274,1.4626
Bill Trenchard,0.1852653629918523,2,1,3,0.061755120997284106,0.755
Acc̬s Capital,0.06170832359866802,2,1,1,0.06170832359866802,1.5684
Louis Tetu,0.06170832359866802,2,1,1,0.06170832359866802,1.1763
Jean LaViGeur,0.06170832359866802,2,1,1,0.06170832359866802,1.5684
Patrick O'Leary,0.06170832359866802,2,1,1,0.06170832359866802,1.5684
Webb Investment Network,2.157422048481117,16,5,35,0.06164062995660334,12.1944
Raymond Tonsing,1.0465945652022568,6,2,17,0.06156438618836805,5.95
Good Energies,0.5539495585018769,3,2,9,0.06154995094465299,3.8454
Translink Capital,0.43079465062202416,1,1,7,0.06154209294600345,1.365
El Dorado Ventures,1.0458299255190784,7,4,17,0.0615194073834752,6.9354
Ulu Ventures,0.18428056246743663,3,1,3,0.061426854155812206,2.337
Saratoga Ventures,0.061016386092888016,1,1,1,0.061016386092888016,1.6544
Ascend Venture Group,0.608589416435561,2,1,10,0.0608589416435561,1.2856
Yasuda Enterprise Development,0.18248753442508725,8,1,3,0.06082917814169575,5.1552
Queen City Angels,0.3642299552834396,1,1,6,0.06070499254723993,0.6984
US Venture Partners,4.665077105445877,30,15,77,0.06058541695384256,26.7851
Quantum Technology Partners,0.18088325915458434,3,1,3,0.060294419718194776,3.6404
Business Angels,0.0600701186564471,1,1,1,0.0600701186564471,1.364
Venture Capital Fund of New England,0.17869619539621273,5,1,3,0.05956539846540424,4.201
Tom Meredith,0.1785505139735443,1,1,3,0.05951683799118143,0.7088
VenGrowth Capital Partners,0.23677845613264253,2,1,4,0.059194614033160634,1.8666
