funding_round_id,funded_object_id,investor_object_id,object_id,funded_at,funding_round_type,investor_name,company_name,category_code,category_norm,etf_primary,sector_name,confidence
11344,c:27388,f:3065,c:27388,2010-01-14,series-b,Life Science Angels,Vaxart,biotech,biotech,XBI,biotech,0.7
11356,c:40319,f:568,c:40319,2010-01-19,series-b,DFJ Frontier,Marval Biosciences,biotech,biotech,XBI,biotech,0.7
11356,c:40319,f:903,c:40319,2010-01-19,series-b,Mercury Fund,Marval Biosciences,biotech,biotech,XBI,biotech,0.7
11371,c:40370,f:4288,c:40370,2009-12-01,series-b,Groupe Verspieren,Courtanet,finance,finance,XLF,fintech,0.7
11372,c:40372,f:28,c:40372,2009-10-06,series-b,Village Ventures,Vico Software,software,software,IGV,saas,0.7
11372,c:40372,f:716,c:40372,2009-10-06,series-b,Highway 12 Ventures,Vico Software,software,software,IGV,saas,0.7
11372,c:40372,f:620,c:40372,2009-10-06,series-b,Borealis Ventures,Vico Software,software,software,IGV,saas,0.7
11381,c:14202,f:12,c:14202,2010-01-21,series-a,Austin Ventures,Virtual Bridges,software,software,IGV,saas,0.7
11386,c:40398,f:286,c:40398,2010-01-21,series-b,Matrix Partners,Unidesk,software,software,IGV,saas,0.7
11386,c:40398,f:243,c:40398,2010-01-21,series-b,North Bridge Venture Partners,Unidesk,software,software,IGV,saas,0.7
11400,c:40417,f:215,c:40417,2010-01-21,series-a,Canaan Partners,Elevation Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
11400,c:40417,f:937,c:40417,2010-01-21,series-a,TPG Growth,Elevation Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
11400,c:40417,f:2871,c:40417,2010-01-21,series-a,Care Capital,Elevation Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
11400,c:40417,f:2249,c:40417,2010-01-21,series-a,Mesa Verde Venture Partners,Elevation Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
11403,c:40425,f:623,c:40425,2010-01-19,series-a,Origin Ventures,Shoutlet,enterprise,enterprise,IGV,saas,0.7
11403,c:40425,f:1099,c:40425,2010-01-19,series-a,Leo Capital Holdings,Shoutlet,enterprise,enterprise,IGV,saas,0.7
11407,c:40430,f:509,c:40430,2010-01-20,series-a,Sofinnova Ventures,Crescendo Biologics,biotech,biotech,XBI,biotech,0.7
11407,c:40430,f:4294,c:40430,2010-01-20,series-a,Avlar BioVentures,Crescendo Biologics,biotech,biotech,XBI,biotech,0.7
11407,c:40430,f:4295,c:40430,2010-01-20,series-a,Rainbow Seed Fund,Crescendo Biologics,biotech,biotech,XBI,biotech,0.7
11408,c:40431,f:3593,c:40431,2010-10-11,series-a,Eagle Ventures,ALung Technologies,biotech,biotech,XBI,biotech,0.7
11408,c:40431,f:3738,c:40431,2010-10-11,series-a,Birchmere Ventures,ALung Technologies,biotech,biotech,XBI,biotech,0.7
11411,c:40433,f:3299,c:40433,2010-01-21,series-b,Capital-E,PharmaDiagnostics,biotech,biotech,XBI,biotech,0.7
11415,c:40435,f:2907,c:40435,2009-10-16,series-a,Tecnet Equity,nxtControl,software,software,IGV,saas,0.7
11438,c:40465,f:4300,c:40465,1999-08-30,series-a,Heidelberg Innovation,MTM Laboratories,biotech,biotech,XBI,biotech,0.7
11438,c:40465,f:4301,c:40465,1999-08-30,series-a,Mannheim Holdings,MTM Laboratories,biotech,biotech,XBI,biotech,0.7
11439,c:40465,f:1974,c:40465,2003-09-01,series-b,HBM BioVentures,MTM Laboratories,biotech,biotech,XBI,biotech,0.7
11439,c:40465,f:195,c:40465,2003-09-01,series-b,Wellington Partners,MTM Laboratories,biotech,biotech,XBI,biotech,0.7
11460,c:40541,f:4305,c:40541,2009-12-02,series-b,Media Chinese International,ByRead,software,software,IGV,saas,0.7
11460,c:40541,f:1357,c:40541,2009-12-02,series-b,Morningside Group,ByRead,software,software,IGV,saas,0.7
11465,c:40546,f:2701,c:40546,2009-12-02,series-a,Banque de Vizille,Neocoretech,software,software,IGV,saas,0.7
11465,c:40546,f:3189,c:40546,2009-12-02,series-a,NCI Gestion,Neocoretech,software,software,IGV,saas,0.7
11503,c:40655,f:18,c:40655,2010-01-25,series-b,Index Ventures,Mimecast,software,software,IGV,saas,0.7
11503,c:40655,f:2325,c:40655,2010-01-25,series-b,Dawn Capital,Mimecast,software,software,IGV,saas,0.7
11510,c:40663,f:3883,c:40663,2010-01-27,series-a,Phenomenelle Angels,HarQen,enterprise,enterprise,IGV,saas,0.7
11510,c:40663,f:3938,c:40663,2010-01-27,series-a,Silicon Pastures,HarQen,enterprise,enterprise,IGV,saas,0.7
11510,c:40663,f:4336,c:40663,2010-01-27,series-a,Capital Midwest Fund,HarQen,enterprise,enterprise,IGV,saas,0.7
11510,c:40663,f:3884,c:40663,2010-01-27,series-a,Wisconsin Investment Partners,HarQen,enterprise,enterprise,IGV,saas,0.7
11527,c:40697,f:2533,c:40697,2009-11-18,series-a,CapDecisif,e(ye)BRAIN,biotech,biotech,XBI,biotech,0.7
11528,c:40698,f:2223,c:40698,2009-11-02,series-a,Cr̩dit Agricole Private Equity,Aquafadas,software,software,IGV,saas,0.7
11528,c:40698,f:2530,c:40698,2009-11-02,series-a,Soridec,Aquafadas,software,software,IGV,saas,0.7
11553,c:40762,f:552,c:40762,2009-11-01,series-a,Altos Ventures,Immunet Corporation,software,software,IGV,saas,0.7
11553,c:40762,f:3881,c:40762,2009-11-01,series-a,TechOperators,Immunet Corporation,software,software,IGV,saas,0.7
11555,c:24716,f:4319,c:24716,2010-01-26,series-b,Althea Partners,Cornerstone Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
11564,c:40809,f:1391,c:40809,2009-10-30,series-b,Enterprise Ireland,Beyond Encryption Technologies,software,software,IGV,saas,0.7
11600,c:28109,f:2257,c:28109,2010-01-27,series-b,SV Life Sciences,Juvaris BioTherapeutics,biotech,biotech,XBI,biotech,0.7
11600,c:28109,f:41,c:28109,2010-01-27,series-b,Kleiner Perkins Caufield & Byers,Juvaris BioTherapeutics,biotech,biotech,XBI,biotech,0.7
11602,c:40889,f:1649,c:40889,2010-01-27,series-b,CDC Enterprises,Adocia,biotech,biotech,XBI,biotech,0.7
11610,c:25600,f:2472,c:25600,2010-01-28,series-b,MPM Capital,Alnara Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
11637,c:34199,f:2738,c:34199,2010-01-29,series-a,Pfizer Venture Investments,Flexion Therapeutics,biotech,biotech,XBI,biotech,0.7
11643,c:41027,f:4347,c:41027,2010-01-29,series-b,Peak Ridge Capital,Rapid Diagnostek,biotech,biotech,XBI,biotech,0.7
11666,c:31142,f:367,c:31142,2010-05-02,series-a,Intel Capital,Virtustream,enterprise,enterprise,IGV,saas,0.7
11666,c:31142,f:1834,c:31142,2010-05-02,series-a,Noro-Moseley Partners,Virtustream,enterprise,enterprise,IGV,saas,0.7
11666,c:31142,f:14878,c:31142,2010-05-02,series-a,TDFunds,Virtustream,enterprise,enterprise,IGV,saas,0.7
11672,c:41093,f:844,c:41093,2009-11-23,series-b,Walden International,Cooptions Technologies,software,software,IGV,saas,0.7
11672,c:41093,f:4352,c:41093,2009-11-23,series-b,Nadathur Holdings,Cooptions Technologies,software,software,IGV,saas,0.7
11677,c:41107,f:2764,c:41107,2010-01-29,series-b,Novartis Venture Fund,Merus,biotech,biotech,XBI,biotech,0.7
11677,c:41107,f:2235,c:41107,2010-01-29,series-b,Bay City Capital,Merus,biotech,biotech,XBI,biotech,0.7
11677,c:41107,f:2682,c:41107,2010-01-29,series-b,Life Sciences Partners,Merus,biotech,biotech,XBI,biotech,0.7
11681,c:41119,f:4171,c:41119,2010-01-29,series-b,Bain Capital,Edgar Online,finance,finance,XLF,fintech,0.7
11688,c:39807,f:121,c:39807,2010-02-01,series-b,Opus Capital,SpiderCloud Wireless,enterprise,enterprise,IGV,saas,0.7
11688,c:39807,f:173,c:39807,2010-02-01,series-b,Shasta Ventures,SpiderCloud Wireless,enterprise,enterprise,IGV,saas,0.7
11688,c:39807,f:286,c:39807,2010-02-01,series-b,Matrix Partners,SpiderCloud Wireless,enterprise,enterprise,IGV,saas,0.7
11688,c:39807,f:7,c:39807,2010-02-01,series-b,Charles River Ventures,SpiderCloud Wireless,enterprise,enterprise,IGV,saas,0.7
11694,c:41165,f:745,c:41165,2007-12-06,series-a,Foundry Group,Oblong Industries,hardware,hardware,SOXX,semiconductors,0.7
11696,c:3337,f:26,c:3337,2010-01-25,series-a,Draper Fisher Jurvetson (DFJ),"LendKey Technologies, Inc.",enterprise,enterprise,IGV,saas,0.7
11696,c:3337,f:569,c:3337,2010-01-25,series-a,DFJ Gotham Ventures,"LendKey Technologies, Inc.",enterprise,enterprise,IGV,saas,0.7
11696,c:3337,f:2053,c:3337,2010-01-25,series-a,Zelkova Ventures,"LendKey Technologies, Inc.",enterprise,enterprise,IGV,saas,0.7
11700,c:874,f:66,c:874,2008-01-01,series-b,Khosla Ventures,Jawbone,hardware,hardware,SOXX,semiconductors,0.7
11700,c:874,f:17,c:874,2008-01-01,series-b,Sequoia Capital,Jawbone,hardware,hardware,SOXX,semiconductors,0.7
11703,c:13815,f:1108,c:13815,2010-02-01,series-a,Momentum Venture Management,iChange,health,health,XBI,biotech,0.7
11705,c:41181,f:66,c:41181,2010-02-01,series-a,Khosla Ventures,Solum,software,software,IGV,saas,0.7
11709,c:35591,f:2853,c:35591,2010-01-31,series-a,PTV Sciences,Ortho Kinematics,biotech,biotech,XBI,biotech,0.7
11709,c:35591,f:1327,c:35591,2010-01-31,series-a,The Texas Emerging Technology Fund,Ortho Kinematics,biotech,biotech,XBI,biotech,0.7
11709,c:35591,f:3833,c:35591,2010-01-31,series-a,Gatebridge Investments,Ortho Kinematics,biotech,biotech,XBI,biotech,0.7
11712,c:36588,f:2682,c:36588,2010-01-31,series-b,Life Sciences Partners,Kreatech Diagnostics,biotech,biotech,XBI,biotech,0.7
11712,c:36588,f:2305,c:36588,2010-01-31,series-b,Alafi Capital,Kreatech Diagnostics,biotech,biotech,XBI,biotech,0.7
11714,c:41184,f:4360,c:41184,2010-01-31,series-a,Health Enterprise Partners,MobileMD,health,health,XBI,biotech,0.7
11741,c:41249,f:1132,c:41249,2010-02-02,series-b,T-Venture,Pie Digital,enterprise,enterprise,IGV,saas,0.7
11741,c:41249,f:745,c:41249,2010-02-02,series-b,Foundry Group,Pie Digital,enterprise,enterprise,IGV,saas,0.7
11743,c:41260,f:3298,c:41260,2010-02-02,series-a,Vesalius Biocapital Partners,Promethera Biosciences,biotech,biotech,XBI,biotech,0.7
11743,c:41260,f:4365,c:41260,2010-02-02,series-a,Soci̩t̩ R̩gionale d'Investissement de Wallonie,Promethera Biosciences,biotech,biotech,XBI,biotech,0.7
11743,c:41260,f:2682,c:41260,2010-02-02,series-a,Life Sciences Partners,Promethera Biosciences,biotech,biotech,XBI,biotech,0.7
11744,c:41263,f:316,c:41263,2010-09-09,series-a,New Enterprise Associates,Zyngenia,biotech,biotech,XBI,biotech,0.7
11745,c:41264,f:1006,c:41264,2010-02-02,series-b,Creathor Venture Management,CEVEC Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
11745,c:41264,f:3302,c:41264,2010-02-02,series-b,NRW.BANK,CEVEC Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
11745,c:41264,f:4269,c:41264,2010-02-02,series-b,ERP Startfonds,CEVEC Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
11746,c:41265,f:3149,c:41265,2010-02-01,series-a,MIG AG,PDC Biotech,biotech,biotech,XBI,biotech,0.7
11746,c:41265,f:79,c:41265,2010-02-01,series-a,Edmond de Rothschild Venture Capital,PDC Biotech,biotech,biotech,XBI,biotech,0.7
11754,c:10176,f:174,c:10176,2010-02-02,series-b,Emergence Capital Partners,Yammer,enterprise,enterprise,IGV,saas,0.7
11754,c:10176,f:7,c:10176,2010-02-02,series-b,Charles River Ventures,Yammer,enterprise,enterprise,IGV,saas,0.7
11754,c:10176,f:4367,c:10176,2010-02-02,series-b,Goldcrest Investments,Yammer,enterprise,enterprise,IGV,saas,0.7
11754,c:10176,f:3181,c:10176,2010-02-02,series-b,SV Angel,Yammer,enterprise,enterprise,IGV,saas,0.7
11773,c:41343,f:4380,c:41343,2009-11-03,series-a,Purple Angel,DragonRAD,enterprise,enterprise,IGV,saas,0.7
11773,c:41343,f:2663,c:41343,2009-11-03,series-a,Ontario Centres of Excellence,DragonRAD,enterprise,enterprise,IGV,saas,0.7
11838,c:201169,f:36,c:201169,2007-07-31,series-b,Goldman Sachs,Silversky,software,software,IGV,saas,0.7
11838,c:201169,f:42,c:201169,2007-07-31,series-b,Bessemer Venture Partners,Silversky,software,software,IGV,saas,0.7
11838,c:201169,f:259,c:201169,2007-07-31,series-b,Stripes Group,Silversky,software,software,IGV,saas,0.7
11869,c:1187,f:641,c:1187,2009-06-01,series-b,Sofinnova Partners,blueKiwi,enterprise,enterprise,IGV,saas,0.7
11886,c:25580,f:2839,c:25580,2007-03-14,series-b,Softbank China Venture Capital,Global Data Solutions,software,software,IGV,saas,0.7
11886,c:25580,f:2395,c:25580,2007-03-14,series-b,International Finance Corporation,Global Data Solutions,software,software,IGV,saas,0.7
11886,c:25580,f:3007,c:25580,2007-03-14,series-b,Everbright Investment & Management,Global Data Solutions,software,software,IGV,saas,0.7
11891,c:28520,f:1317,c:28520,2010-02-09,series-b,Syncom Venture Partners,MediaPlatform,enterprise,enterprise,IGV,saas,0.7
11891,c:28520,f:1318,c:28520,2010-02-09,series-b,Barshop Ventures,MediaPlatform,enterprise,enterprise,IGV,saas,0.7
11891,c:28520,f:284,c:28520,2010-02-09,series-b,Monitor Ventures,MediaPlatform,enterprise,enterprise,IGV,saas,0.7
11891,c:28520,f:1031,c:28520,2010-02-09,series-b,Tudor Growth Equity,MediaPlatform,enterprise,enterprise,IGV,saas,0.7
11892,c:14053,f:1701,c:14053,2010-02-09,series-b,Pelion Venture Partners,DNN Corp,software,software,IGV,saas,0.7
11892,c:14053,f:24,c:14053,2010-02-09,series-b,August Capital,DNN Corp,software,software,IGV,saas,0.7
11892,c:14053,f:562,c:14053,2010-02-09,series-b,Sierra Ventures,DNN Corp,software,software,IGV,saas,0.7
11894,c:20812,f:130,c:20812,2007-10-17,series-a,VantagePoint Capital Partners,Livescribe,hardware,hardware,SOXX,semiconductors,0.7
11896,c:41622,f:454,c:41622,2007-10-31,series-b,JMI Equity,Harmony Information Systems,software,software,IGV,saas,0.7
11896,c:41622,f:81,c:41622,2007-10-31,series-b,Updata Partners,Harmony Information Systems,software,software,IGV,saas,0.7
11896,c:41622,f:698,c:41622,2007-10-31,series-b,ORIX Venture Finance,Harmony Information Systems,software,software,IGV,saas,0.7
11896,c:41622,f:135,c:41622,2007-10-31,series-b,Comerica Bank,Harmony Information Systems,software,software,IGV,saas,0.7
11912,c:41673,f:1646,c:41673,2007-10-25,series-a,Sterling Partners,Avectra,software,software,IGV,saas,0.7
11912,c:41673,f:154,c:41673,2007-10-25,series-a,HarbourVest Partners,Avectra,software,software,IGV,saas,0.7
11938,c:31996,f:272,c:31996,2010-07-30,series-a,Polaris Partners,Recurly,enterprise,enterprise,IGV,saas,0.7
11938,c:31996,f:1496,c:31996,2010-07-30,series-a,Harrison Metal Capital,Recurly,enterprise,enterprise,IGV,saas,0.7
11938,c:31996,f:2737,c:31996,2010-07-30,series-a,Freestyle Capital,Recurly,enterprise,enterprise,IGV,saas,0.7
11938,c:31996,f:5928,c:31996,2010-07-30,series-a,500 Startups,Recurly,enterprise,enterprise,IGV,saas,0.7
11944,c:25840,f:114,c:25840,2007-08-09,series-b,Sherpalo Ventures,CE Info Systems,software,software,IGV,saas,0.7
11944,c:25840,f:719,c:25840,2007-08-09,series-b,Nexus Venture Partners,CE Info Systems,software,software,IGV,saas,0.7
11944,c:25840,f:41,c:25840,2007-08-09,series-b,Kleiner Perkins Caufield & Byers,CE Info Systems,software,software,IGV,saas,0.7
11968,c:15604,f:64,c:15604,2007-09-05,series-a,Flybridge Capital Partners,ClickSquared,software,software,IGV,saas,0.7
11968,c:15604,f:454,c:15604,2007-09-05,series-a,JMI Equity,ClickSquared,software,software,IGV,saas,0.7
11968,c:15604,f:292,c:15604,2007-09-05,series-a,ABS Ventures,ClickSquared,software,software,IGV,saas,0.7
11972,c:37854,f:4451,c:37854,2003-03-10,series-b,Dali Hook Partners,Blazent,enterprise,enterprise,IGV,saas,0.7
11972,c:37854,f:48,c:37854,2003-03-10,series-b,Benchmark,Blazent,enterprise,enterprise,IGV,saas,0.7
11972,c:37854,f:1497,c:37854,2003-03-10,series-b,Pequot Capital,Blazent,enterprise,enterprise,IGV,saas,0.7
11972,c:37854,f:636,c:37854,2003-03-10,series-b,Bain Capital Ventures,Blazent,enterprise,enterprise,IGV,saas,0.7
11972,c:37854,f:1068,c:37854,2003-03-10,series-b,StarVest Partners,Blazent,enterprise,enterprise,IGV,saas,0.7
11973,c:37854,f:48,c:37854,2002-01-01,series-a,Benchmark,Blazent,enterprise,enterprise,IGV,saas,0.7
11973,c:37854,f:1497,c:37854,2002-01-01,series-a,Pequot Capital,Blazent,enterprise,enterprise,IGV,saas,0.7
12017,c:41953,f:4867,c:41953,2007-01-18,series-b,SPARK VCT,Workshare,software,software,IGV,saas,0.7
12017,c:41953,f:240,c:41953,2007-01-18,series-b,Steelpoint Capital Partners,Workshare,software,software,IGV,saas,0.7
12017,c:41953,f:4456,c:41953,2007-01-18,series-b,Quester Capital,Workshare,software,software,IGV,saas,0.7
12017,c:41953,f:367,c:41953,2007-01-18,series-b,Intel Capital,Workshare,software,software,IGV,saas,0.7
12022,c:27559,f:204,c:27559,2007-05-01,series-b,Alloy Ventures,Mavenir Systems,enterprise,enterprise,IGV,saas,0.7
12022,c:27559,f:12,c:27559,2007-05-01,series-b,Austin Ventures,Mavenir Systems,enterprise,enterprise,IGV,saas,0.7
12022,c:27559,f:243,c:27559,2007-05-01,series-b,North Bridge Venture Partners,Mavenir Systems,enterprise,enterprise,IGV,saas,0.7
12023,c:41959,f:4459,c:41959,2007-11-01,series-b,Northwater Capital,China Risk Finance,software,software,IGV,saas,0.7
12023,c:41959,f:4233,c:41959,2007-11-01,series-b,DLB Capital,China Risk Finance,software,software,IGV,saas,0.7
12023,c:41959,f:3439,c:41959,2007-11-01,series-b,QED Investors,China Risk Finance,software,software,IGV,saas,0.7
12040,c:10200,f:1770,c:10200,2010-02-15,series-b,DoCoMo Capital,Swype,software,software,IGV,saas,0.7
12045,c:42007,f:14075,c:42007,2010-02-11,series-a,Venture+,AmVac,biotech,biotech,XBI,biotech,0.7
12046,c:31660,f:2223,c:31660,2010-02-11,series-a,Cr̩dit Agricole Private Equity,arGEN-X,biotech,biotech,XBI,biotech,0.7
12046,c:31660,f:2137,c:31660,2010-02-11,series-a,Forbion Capital Partners,arGEN-X,biotech,biotech,XBI,biotech,0.7
12046,c:31660,f:2682,c:31660,2010-02-11,series-a,Life Sciences Partners,arGEN-X,biotech,biotech,XBI,biotech,0.7
12046,c:31660,f:3292,c:31660,2010-02-11,series-a,KBC,arGEN-X,biotech,biotech,XBI,biotech,0.7
12046,c:31660,f:2288,c:31660,2010-02-11,series-a,BioGeneration Ventures,arGEN-X,biotech,biotech,XBI,biotech,0.7
12046,c:31660,f:2531,c:31660,2010-02-11,series-a,Erasmus MC Biomedical Fund,arGEN-X,biotech,biotech,XBI,biotech,0.7
12046,c:31660,f:4211,c:31660,2010-02-11,series-a,Thuja Capital,arGEN-X,biotech,biotech,XBI,biotech,0.7
12063,c:19289,f:636,c:19289,2007-07-16,series-b,Bain Capital Ventures,AppNeta,software,software,IGV,saas,0.7
12063,c:19289,f:454,c:19289,2007-07-16,series-b,JMI Equity,AppNeta,software,software,IGV,saas,0.7
12063,c:19289,f:2908,c:19289,2007-07-16,series-b,Business Development Bank of Canada,AppNeta,software,software,IGV,saas,0.7
12063,c:19289,f:4489,c:19289,2007-07-16,series-b,Aden Investments,AppNeta,software,software,IGV,saas,0.7
12073,c:21372,f:4418,c:21372,2007-02-14,series-b,Alta Berkeley Venture Partners,Teradici,software,software,IGV,saas,0.7
12073,c:21372,f:668,c:21372,2007-02-14,series-b,Skypoint Capital,Teradici,software,software,IGV,saas,0.7
12073,c:21372,f:204,c:21372,2007-02-14,series-b,Alloy Ventures,Teradici,software,software,IGV,saas,0.7
12073,c:21372,f:70,c:21372,2007-02-14,series-b,BDC Venture Capital,Teradici,software,software,IGV,saas,0.7
12073,c:21372,f:2231,c:21372,2007-02-14,series-b,Working Opportunity Fund,Teradici,software,software,IGV,saas,0.7
12077,c:34540,f:191,c:34540,2007-05-03,series-b,Venrock,RedSeal Networks,software,software,IGV,saas,0.7
12077,c:34540,f:153,c:34540,2007-05-03,series-b,Leapfrog Ventures,RedSeal Networks,software,software,IGV,saas,0.7
12077,c:34540,f:146,c:34540,2007-05-03,series-b,Jafco Ventures,RedSeal Networks,software,software,IGV,saas,0.7
12077,c:34540,f:91,c:34540,2007-05-03,series-b,Sutter Hill Ventures,RedSeal Networks,software,software,IGV,saas,0.7
12112,c:42151,f:234,c:42151,2007-12-09,series-b,Evergreen Venture Partners,OptimalTest,software,software,IGV,saas,0.7
12112,c:42151,f:99,c:42151,2007-12-09,series-b,Pitango Venture Capital,OptimalTest,software,software,IGV,saas,0.7
12112,c:42151,f:245,c:42151,2007-12-09,series-b,Carmel Ventures,OptimalTest,software,software,IGV,saas,0.7
12113,c:28465,f:367,c:28465,2007-07-30,series-a,Intel Capital,Convey Computer,hardware,hardware,SOXX,semiconductors,0.7
12113,c:28465,f:126,c:28465,2007-07-30,series-a,Centerpoint Ventures,Convey Computer,hardware,hardware,SOXX,semiconductors,0.7
12113,c:28465,f:951,c:28465,2007-07-30,series-a,InterWest Partners,Convey Computer,hardware,hardware,SOXX,semiconductors,0.7
12113,c:28465,f:1262,c:28465,2007-07-30,series-a,Rho Capital Partners,Convey Computer,hardware,hardware,SOXX,semiconductors,0.7
12120,c:25504,f:4,c:25504,2007-02-12,series-b,Accel Partners,Pontis,software,software,IGV,saas,0.7
12120,c:25504,f:234,c:25504,2007-02-12,series-b,Evergreen Venture Partners,Pontis,software,software,IGV,saas,0.7
12120,c:25504,f:17,c:25504,2007-02-12,series-b,Sequoia Capital,Pontis,software,software,IGV,saas,0.7
12122,c:42163,f:147,c:42163,2007-07-16,series-b,Sigma Partners,Certeon,software,software,IGV,saas,0.7
12122,c:42163,f:1080,c:42163,2007-07-16,series-b,Globespan Capital Partners,Certeon,software,software,IGV,saas,0.7
12122,c:42163,f:269,c:42163,2007-07-16,series-b,RRE Ventures,Certeon,software,software,IGV,saas,0.7
12122,c:42163,f:4507,c:42163,2007-07-16,series-b,Union Carbide Employee's Pension Plan,Certeon,software,software,IGV,saas,0.7
12123,c:24639,f:998,c:24639,2007-03-22,series-b,DFJ Esprit,Tribold,software,software,IGV,saas,0.7
12123,c:24639,f:196,c:24639,2007-03-22,series-b,Eden Ventures,Tribold,software,software,IGV,saas,0.7
12123,c:24639,f:4502,c:24639,2007-03-22,series-b,Prelude Trust,Tribold,software,software,IGV,saas,0.7
12134,c:7632,f:945,c:7632,2007-04-06,series-b,TVM Capital,Extend Media,software,software,IGV,saas,0.7
12134,c:7632,f:111,c:7632,2007-04-06,series-b,Atlas Venture,Extend Media,software,software,IGV,saas,0.7
12134,c:7632,f:191,c:7632,2007-04-06,series-b,Venrock,Extend Media,software,software,IGV,saas,0.7
12137,c:23372,f:505,c:23372,2007-04-26,series-b,Doughty Hanson Technology Ventures,Garlik,software,software,IGV,saas,0.7
12137,c:23372,f:133,c:23372,2007-04-26,series-b,3i Group,Garlik,software,software,IGV,saas,0.7
12138,c:3197,f:214,c:3197,2007-08-13,series-b,SoftBank Capital,Communicado,software,software,IGV,saas,0.7
12138,c:3197,f:120,c:3197,2007-08-13,series-b,Clearstone Venture Partners,Communicado,software,software,IGV,saas,0.7
12138,c:3197,f:510,c:3197,2007-08-13,series-b,Hummer Winblad Venture Partners,Communicado,software,software,IGV,saas,0.7
12141,c:335,f:48,c:335,2007-04-29,series-b,Benchmark,Vudu,hardware,hardware,SOXX,semiconductors,0.7
12141,c:335,f:1,c:335,2007-04-29,series-b,Greylock Partners,Vudu,hardware,hardware,SOXX,semiconductors,0.7
12146,c:42221,f:2482,c:42221,2010-02-17,series-a,Forward Ventures,Tioga Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
12146,c:42221,f:2141,c:42221,2010-02-17,series-a,New Leaf Venture Partners,Tioga Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
12146,c:42221,f:2218,c:42221,2010-02-17,series-a,BB Biotech Ventures,Tioga Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
12146,c:42221,f:3378,c:42221,2010-02-17,series-a,Genesys Capital,Tioga Pharmaceuticals,biotech,biotech,XBI,biotech,0.7
12156,c:42236,f:123,c:42236,2007-07-11,series-b,Highland Capital Partners,moka5,software,software,IGV,saas,0.7
12156,c:42236,f:66,c:42236,2007-07-11,series-b,Khosla Ventures,moka5,software,software,IGV,saas,0.7
12160,c:42254,f:96,c:42254,2010-02-19,series-a,Baseline Ventures,Vook,enterprise,enterprise,IGV,saas,0.7
12160,c:42254,f:3809,c:42254,2010-02-19,series-a,Founder Collective,Vook,enterprise,enterprise,IGV,saas,0.7
12160,c:42254,f:4691,c:42254,2010-02-19,series-a,Lerer Ventures,Vook,enterprise,enterprise,IGV,saas,0.7
12160,c:42254,f:4850,c:42254,2010-02-19,series-a,FLOODGATE,Vook,enterprise,enterprise,IGV,saas,0.7
12160,c:42254,f:3181,c:42254,2010-02-19,series-a,SV Angel,Vook,enterprise,enterprise,IGV,saas,0.7
12160,c:42254,f:446,c:42254,2010-02-19,series-a,Felicis Ventures,Vook,enterprise,enterprise,IGV,saas,0.7
12163,c:42269,f:4456,c:42269,2007-07-09,series-b,Quester Capital,Celona Technologies,software,software,IGV,saas,0.7
12163,c:42269,f:4512,c:42269,2007-07-09,series-b,SPARK VCT 3,Celona Technologies,software,software,IGV,saas,0.7
12163,c:42269,f:4867,c:42269,2007-07-09,series-b,SPARK VCT,Celona Technologies,software,software,IGV,saas,0.7
12163,c:42269,f:4513,c:42269,2007-07-09,series-b,Caledonia Investments,Celona Technologies,software,software,IGV,saas,0.7
12165,c:42277,f:1103,c:42277,2007-08-06,series-b,TeleSoft Partners,LiteScape Technologies,software,software,IGV,saas,0.7
12165,c:42277,f:1104,c:42277,2007-08-06,series-b,Blumberg Capital,LiteScape Technologies,software,software,IGV,saas,0.7
12165,c:42277,f:214,c:42277,2007-08-06,series-b,SoftBank Capital,LiteScape Technologies,software,software,IGV,saas,0.7
12165,c:42277,f:1102,c:42277,2007-08-06,series-b,Vedanta Capital,LiteScape Technologies,software,software,IGV,saas,0.7
12165,c:42277,f:1132,c:42277,2007-08-06,series-b,T-Venture,LiteScape Technologies,software,software,IGV,saas,0.7
12170,c:42290,f:74,c:42290,2010-02-19,series-a,True Ventures,Loggly,enterprise,enterprise,IGV,saas,0.7
12175,c:26591,f:541,c:26591,2007-11-06,series-b,Ascend Venture Group,Wimba,software,software,IGV,saas,0.7
12179,c:42303,f:1357,c:42303,2007-07-26,series-b,Morningside Group,51hejia.com,software,software,IGV,saas,0.7
12179,c:42303,f:1060,c:42303,2007-07-26,series-b,JAFCO Asia,51hejia.com,software,software,IGV,saas,0.7
12196,c:36192,f:648,c:36192,2007-06-07,series-a,Covera Ventures,Storspeed,software,software,IGV,saas,0.7
12196,c:36192,f:437,c:36192,2007-06-07,series-a,Palomar Ventures,Storspeed,software,software,IGV,saas,0.7
12196,c:36192,f:649,c:36192,2007-06-07,series-a,El Dorado Ventures,Storspeed,software,software,IGV,saas,0.7
