source,target,company,weight,round_gap_years,source_round,target_round
Khosla Ventures,Baseline Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Khosla Ventures,Cisco,Xobni,0.5739367159892873,1.851,series-a,series-b
Khosla Ventures,First Round Capital,Xobni,0.5739367159892873,1.851,series-a,series-b
Khosla Ventures,RBC Venture Partners,Xobni,0.5739367159892873,1.851,series-a,series-b
Khosla Ventures,Relay Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
SV Angel,Atomico,Xobni,0.5739367159892873,1.851,series-a,series-b
SV Angel,Baseline Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
SV Angel,Cisco,Xobni,0.5739367159892873,1.851,series-a,series-b
SV Angel,First Round Capital,Xobni,0.5739367159892873,1.851,series-a,series-b
SV Angel,Khosla Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
SV Angel,RBC Venture Partners,Xobni,0.5739367159892873,1.851,series-a,series-b
SV Angel,Relay Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Saar Gur,Atomico,Xobni,0.5739367159892873,1.851,series-a,series-b
Saar Gur,Baseline Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Saar Gur,Cisco,Xobni,0.5739367159892873,1.851,series-a,series-b
Saar Gur,First Round Capital,Xobni,0.5739367159892873,1.851,series-a,series-b
Saar Gur,Khosla Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Saar Gur,RBC Venture Partners,Xobni,0.5739367159892873,1.851,series-a,series-b
Saar Gur,Relay Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Tom Pinckney,Atomico,Xobni,0.5739367159892873,1.851,series-a,series-b
Tom Pinckney,Baseline Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Tom Pinckney,Cisco,Xobni,0.5739367159892873,1.851,series-a,series-b
Tom Pinckney,First Round Capital,Xobni,0.5739367159892873,1.851,series-a,series-b
Tom Pinckney,Khosla Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Tom Pinckney,RBC Venture Partners,Xobni,0.5739367159892873,1.851,series-a,series-b
Tom Pinckney,Relay Ventures,Xobni,0.5739367159892873,1.851,series-a,series-b
Giza Venture Capital,Battery Ventures,XtremIO,0.6251177824554383,1.566,series-a,series-b
Giza Venture Capital,Jerusalem Venture Partners,XtremIO,0.6251177824554383,1.566,series-a,series-b
Giza Venture Capital,Lightspeed Venture Partners,XtremIO,0.6251177824554383,1.566,series-a,series-b
Jerusalem Venture Partners,Battery Ventures,XtremIO,0.6251177824554383,1.566,series-a,series-b
Jerusalem Venture Partners,Giza Venture Capital,XtremIO,0.6251177824554383,1.566,series-a,series-b
Jerusalem Venture Partners,Lightspeed Venture Partners,XtremIO,0.6251177824554383,1.566,series-a,series-b
Charles River Ventures,Emergence Capital Partners,Yammer,0.7324987573836552,1.038,series-a,series-b
Charles River Ventures,Goldcrest Investments,Yammer,0.7324987573836552,1.038,series-a,series-b
Charles River Ventures,Keith Rabois,Yammer,0.7324987573836552,1.038,series-a,series-b
Charles River Ventures,Ron Conway,Yammer,0.7324987573836552,1.038,series-a,series-b
Charles River Ventures,SV Angel,Yammer,0.7324987573836552,1.038,series-a,series-b
Founders Fund,Charles River Ventures,Yammer,0.7324987573836552,1.038,series-a,series-b
Founders Fund,Emergence Capital Partners,Yammer,0.7324987573836552,1.038,series-a,series-b
Founders Fund,Goldcrest Investments,Yammer,0.7324987573836552,1.038,series-a,series-b
Founders Fund,Keith Rabois,Yammer,0.7324987573836552,1.038,series-a,series-b
Founders Fund,Ron Conway,Yammer,0.7324987573836552,1.038,series-a,series-b
Founders Fund,SV Angel,Yammer,0.7324987573836552,1.038,series-a,series-b
Foundry Group,Battery Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
Foundry Group,Golden Venture Partners,Yesware,0.6881718897893003,1.246,series-a,series-b
Foundry Group,Google Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
Foundry Group,IDG Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
Golden Venture Partners,Battery Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
Golden Venture Partners,Foundry Group,Yesware,0.6881718897893003,1.246,series-a,series-b
Golden Venture Partners,Google Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
Golden Venture Partners,IDG Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
Google Ventures,Battery Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
Google Ventures,Foundry Group,Yesware,0.6881718897893003,1.246,series-a,series-b
Google Ventures,Golden Venture Partners,Yesware,0.6881718897893003,1.246,series-a,series-b
Google Ventures,IDG Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
IDG Ventures,Battery Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
IDG Ventures,Foundry Group,Yesware,0.6881718897893003,1.246,series-a,series-b
IDG Ventures,Golden Venture Partners,Yesware,0.6881718897893003,1.246,series-a,series-b
IDG Ventures,Google Ventures,Yesware,0.6881718897893003,1.246,series-a,series-b
Felicis Ventures,First Round Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Felicis Ventures,Jeff Kearl,ZEFR,0.8197400778975231,0.663,series-a,series-b
Felicis Ventures,MK Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Felicis Ventures,Naval Ravikant,ZEFR,0.8197400778975231,0.663,series-a,series-b
Felicis Ventures,Shasta Ventures,ZEFR,0.8197400778975231,0.663,series-a,series-b
Felicis Ventures,SoftTech VC,ZEFR,0.8197400778975231,0.663,series-a,series-b
Felicis Ventures,Tom McInerney,ZEFR,0.8197400778975231,0.663,series-a,series-b
First Round Capital,Jeff Kearl,ZEFR,0.8197400778975231,0.663,series-a,series-b
First Round Capital,MK Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
First Round Capital,Naval Ravikant,ZEFR,0.8197400778975231,0.663,series-a,series-b
First Round Capital,Shasta Ventures,ZEFR,0.8197400778975231,0.663,series-a,series-b
First Round Capital,SoftTech VC,ZEFR,0.8197400778975231,0.663,series-a,series-b
First Round Capital,Tom McInerney,ZEFR,0.8197400778975231,0.663,series-a,series-b
Jeff Kearl,First Round Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Jeff Kearl,MK Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Jeff Kearl,Naval Ravikant,ZEFR,0.8197400778975231,0.663,series-a,series-b
Jeff Kearl,Shasta Ventures,ZEFR,0.8197400778975231,0.663,series-a,series-b
Jeff Kearl,SoftTech VC,ZEFR,0.8197400778975231,0.663,series-a,series-b
Jeff Kearl,Tom McInerney,ZEFR,0.8197400778975231,0.663,series-a,series-b
Naval Ravikant,First Round Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Naval Ravikant,Jeff Kearl,ZEFR,0.8197400778975231,0.663,series-a,series-b
Naval Ravikant,MK Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Naval Ravikant,Shasta Ventures,ZEFR,0.8197400778975231,0.663,series-a,series-b
Naval Ravikant,SoftTech VC,ZEFR,0.8197400778975231,0.663,series-a,series-b
Naval Ravikant,Tom McInerney,ZEFR,0.8197400778975231,0.663,series-a,series-b
Shasta Ventures,First Round Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Shasta Ventures,Jeff Kearl,ZEFR,0.8197400778975231,0.663,series-a,series-b
Shasta Ventures,MK Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Shasta Ventures,Naval Ravikant,ZEFR,0.8197400778975231,0.663,series-a,series-b
Shasta Ventures,SoftTech VC,ZEFR,0.8197400778975231,0.663,series-a,series-b
Shasta Ventures,Tom McInerney,ZEFR,0.8197400778975231,0.663,series-a,series-b
SoftTech VC,First Round Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
SoftTech VC,Jeff Kearl,ZEFR,0.8197400778975231,0.663,series-a,series-b
SoftTech VC,MK Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
SoftTech VC,Naval Ravikant,ZEFR,0.8197400778975231,0.663,series-a,series-b
SoftTech VC,Shasta Ventures,ZEFR,0.8197400778975231,0.663,series-a,series-b
SoftTech VC,Tom McInerney,ZEFR,0.8197400778975231,0.663,series-a,series-b
Tom McInerney,First Round Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Tom McInerney,Jeff Kearl,ZEFR,0.8197400778975231,0.663,series-a,series-b
Tom McInerney,MK Capital,ZEFR,0.8197400778975231,0.663,series-a,series-b
Tom McInerney,Naval Ravikant,ZEFR,0.8197400778975231,0.663,series-a,series-b
Tom McInerney,Shasta Ventures,ZEFR,0.8197400778975231,0.663,series-a,series-b
Tom McInerney,SoftTech VC,ZEFR,0.8197400778975231,0.663,series-a,series-b
BlueRun Ventures,Canaan Partners,ZManda,0.48899627326189843,2.385,series-a,series-b
BlueRun Ventures,Helion Venture Partners,ZManda,0.48899627326189843,2.385,series-a,series-b
Canaan Partners,BlueRun Ventures,ZManda,0.48899627326189843,2.385,series-a,series-b
Canaan Partners,Helion Venture Partners,ZManda,0.48899627326189843,2.385,series-a,series-b
Innovatech,BDC Venture Capital,Zeligsoft,0.4689357433425243,2.524,series-a,series-b
Innovatech,EDC Equity,Zeligsoft,0.4689357433425243,2.524,series-a,series-b
Innovatech,Outaouais Regional Solidarity Fund,Zeligsoft,0.4689357433425243,2.524,series-a,series-b
Innovatech,Ãcho Capital FIER Outaouais,Zeligsoft,0.4689357433425243,2.524,series-a,series-b
Outaouais Regional Solidarity Fund,BDC Venture Capital,Zeligsoft,0.4689357433425243,2.524,series-a,series-b
Outaouais Regional Solidarity Fund,EDC Equity,Zeligsoft,0.4689357433425243,2.524,series-a,series-b
Outaouais Regional Solidarity Fund,Ãcho Capital FIER Outaouais,Zeligsoft,0.4689357433425243,2.524,series-a,series-b
Charles River Ventures,Benchmark,Zendesk,0.9188801401694289,0.282,series-a,series-b
Amplifier Venture Partners,Boulder Ventures,Zenoss,0.6475903749616166,1.448,series-a,series-b
Amplifier Venture Partners,Grotech Ventures,Zenoss,0.6475903749616166,1.448,series-a,series-b
Amplifier Venture Partners,InterSouth Partners,Zenoss,0.6475903749616166,1.448,series-a,series-b
Amplifier Venture Partners,Maryland Department of Business and Economic Development,Zenoss,0.6475903749616166,1.448,series-a,series-b
Boulder Ventures,Grotech Ventures,Zenoss,0.6475903749616166,1.448,series-a,series-b
Boulder Ventures,InterSouth Partners,Zenoss,0.6475903749616166,1.448,series-a,series-b
Boulder Ventures,Maryland Department of Business and Economic Development,Zenoss,0.6475903749616166,1.448,series-a,series-b
InterSouth Partners,Boulder Ventures,Zenoss,0.6475903749616166,1.448,series-a,series-b
InterSouth Partners,Grotech Ventures,Zenoss,0.6475903749616166,1.448,series-a,series-b
InterSouth Partners,Maryland Department of Business and Economic Development,Zenoss,0.6475903749616166,1.448,series-a,series-b
Maryland Department of Business and Economic Development,Boulder Ventures,Zenoss,0.6475903749616166,1.448,series-a,series-b
Maryland Department of Business and Economic Development,Grotech Ventures,Zenoss,0.6475903749616166,1.448,series-a,series-b
Maryland Department of Business and Economic Development,InterSouth Partners,Zenoss,0.6475903749616166,1.448,series-a,series-b
Flybridge Capital Partners,Matrix Partners,ZestCash,0.8611499317305873,0.498,series-a,series-b
Flybridge Capital Partners,Victory Park Capital,ZestCash,0.8611499317305873,0.498,series-a,series-b
Lighthouse Capital Partners,Matrix Partners,ZestCash,0.8611499317305873,0.498,series-a,series-b
Lighthouse Capital Partners,Victory Park Capital,ZestCash,0.8611499317305873,0.498,series-a,series-b
Lightspeed Venture Partners,Matrix Partners,ZestCash,0.8611499317305873,0.498,series-a,series-b
Lightspeed Venture Partners,Victory Park Capital,ZestCash,0.8611499317305873,0.498,series-a,series-b
Upfront Ventures,Matrix Partners,ZestCash,0.8611499317305873,0.498,series-a,series-b
Upfront Ventures,Victory Park Capital,ZestCash,0.8611499317305873,0.498,series-a,series-b
Foundation Capital,Industry Ventures,Zetta,0.5234949339022195,2.157,series-a,series-b
Foundation Capital,Sigma Partners,Zetta,0.5234949339022195,2.157,series-a,series-b
Sigma Partners,Foundation Capital,Zetta,0.5234949339022195,2.157,series-a,series-b
Sigma Partners,Industry Ventures,Zetta,0.5234949339022195,2.157,series-a,series-b
Trellis Partners,Sarofim Fayez and Co.,Ziften Technologies,0.782246621334527,0.819,series-a,series-b
Northcap,OpenView Venture Partners,Zmags,0.8848103681730379,0.408,series-a,series-b
Bill Tai,Horizons Ventures,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Bill Tai,Jerry Yang,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Bill Tai,Patrick Soon-Shiong,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Dan Scheinman,Horizons Ventures,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Dan Scheinman,Jerry Yang,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Dan Scheinman,Patrick Soon-Shiong,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Jerry Yang,Horizons Ventures,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Jerry Yang,Patrick Soon-Shiong,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Matt Ocko,Horizons Ventures,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Matt Ocko,Jerry Yang,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Matt Ocko,Patrick Soon-Shiong,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Michael Everett,Horizons Ventures,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Michael Everett,Jerry Yang,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Michael Everett,Patrick Soon-Shiong,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Qualcomm Ventures,Horizons Ventures,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Qualcomm Ventures,Jerry Yang,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Qualcomm Ventures,Patrick Soon-Shiong,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Subrah Iyar,Horizons Ventures,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Subrah Iyar,Jerry Yang,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Subrah Iyar,Patrick Soon-Shiong,Zoom Video Communications,0.4991410640099649,2.316,series-a,series-b
Benchmark,Lehman Brothers,Zuora,0.8285398460414132,0.627,series-a,series-b
Benchmark,Marc Benioff,Zuora,0.8285398460414132,0.627,series-a,series-b
Benchmark,Shasta Ventures,Zuora,0.8285398460414132,0.627,series-a,series-b
Marc Benioff,Benchmark,Zuora,0.8285398460414132,0.627,series-a,series-b
Marc Benioff,Lehman Brothers,Zuora,0.8285398460414132,0.627,series-a,series-b
Marc Benioff,Shasta Ventures,Zuora,0.8285398460414132,0.627,series-a,series-b
Cabiedes & Partners,Active Venture Partners,Zyncro,0.779040697055154,0.832,series-a,series-b
Cabiedes & Partners,Caixa Capital Risc,Zyncro,0.779040697055154,0.832,series-a,series-b
Advanced Technology Ventures,Blue Chip Venture Company,[x+1],0.459782350117994,2.59,series-a,series-b
Advanced Technology Ventures,Hudson Ventures,[x+1],0.459782350117994,2.59,series-a,series-b
Advanced Technology Ventures,Intel Capital,[x+1],0.459782350117994,2.59,series-a,series-b
Blue Chip Venture Company,Advanced Technology Ventures,[x+1],0.459782350117994,2.59,series-a,series-b
Blue Chip Venture Company,Hudson Ventures,[x+1],0.459782350117994,2.59,series-a,series-b
Blue Chip Venture Company,Intel Capital,[x+1],0.459782350117994,2.59,series-a,series-b
Hudson Ventures,Advanced Technology Ventures,[x+1],0.459782350117994,2.59,series-a,series-b
Hudson Ventures,Blue Chip Venture Company,[x+1],0.459782350117994,2.59,series-a,series-b
Hudson Ventures,Intel Capital,[x+1],0.459782350117994,2.59,series-a,series-b
Sofinnova Partners,Dassault Systemes,blueKiwi,0.48459813542006785,2.415,series-a,series-b
Index Ventures,Alex Zubillaga,doubleTwist,0.7551012062075224,0.936,series-a,series-b
Index Ventures,Horizon Ventures,doubleTwist,0.7551012062075224,0.936,series-a,series-b
Index Ventures,Michael Ovitz,doubleTwist,0.7551012062075224,0.936,series-a,series-b
Index Ventures,Northzone,doubleTwist,0.7551012062075224,0.936,series-a,series-b
Northzone,Alex Zubillaga,doubleTwist,0.7551012062075224,0.936,series-a,series-b
Northzone,Horizon Ventures,doubleTwist,0.7551012062075224,0.936,series-a,series-b
Northzone,Michael Ovitz,doubleTwist,0.7551012062075224,0.936,series-a,series-b
Bain Capital Ventures,Bay Partners,dynaTrace software,0.6428209093871025,1.473,series-a,series-b
Novak Biddle Venture Partners,SeventySix Captial,eMinor,0.5192127907289004,2.185,series-a,series-b
Novak Biddle Venture Partners,Southern Capitol Ventures,eMinor,0.5192127907289004,2.185,series-a,series-b
Southern Capitol Ventures,Novak Biddle Venture Partners,eMinor,0.5192127907289004,2.185,series-a,series-b
Southern Capitol Ventures,SeventySix Captial,eMinor,0.5192127907289004,2.185,series-a,series-b
Chemi Peres,BRM Capital,eToro,0.5099149695001326,2.245,series-a,series-b
Chemi Peres,Cubit Investments,eToro,0.5099149695001326,2.245,series-a,series-b
Cubit Investments,BRM Capital,eToro,0.5099149695001326,2.245,series-a,series-b
Eli Barkat,BRM Capital,eToro,0.5099149695001326,2.245,series-a,series-b
Eli Barkat,Cubit Investments,eToro,0.5099149695001326,2.245,series-a,series-b
Ofer Adler,BRM Capital,eToro,0.5099149695001326,2.245,series-a,series-b
Ofer Adler,Cubit Investments,eToro,0.5099149695001326,2.245,series-a,series-b
Yaron Adler,BRM Capital,eToro,0.5099149695001326,2.245,series-a,series-b
Yaron Adler,Cubit Investments,eToro,0.5099149695001326,2.245,series-a,series-b
Yuval Rechavi,BRM Capital,eToro,0.5099149695001326,2.245,series-a,series-b
Yuval Rechavi,Cubit Investments,eToro,0.5099149695001326,2.245,series-a,series-b
Borealis Ventures,Egan-Managed Capital,enVista,0.34861093851768715,3.513,series-a,series-b
Borealis Ventures,Point Judith Capital,enVista,0.34861093851768715,3.513,series-a,series-b
Egan-Managed Capital,Borealis Ventures,enVista,0.34861093851768715,3.513,series-a,series-b
