source,target,company,weight,round_gap_years,source_round,target_round
Pitango Venture Capital,Evergreen Venture Partners,OptimalTest,0.4910086007704603,2.371,series-a,series-b
Grotech Ventures,Revolution LLC,Optoro,0.4747489223714664,2.483,series-a,series-b
Grotech Ventures,SWaN & Legend Venture Partners,Optoro,0.4747489223714664,2.483,series-a,series-b
QED Investors,Grotech Ventures,Optoro,0.4747489223714664,2.483,series-a,series-b
QED Investors,Revolution LLC,Optoro,0.4747489223714664,2.483,series-a,series-b
QED Investors,SWaN & Legend Venture Partners,Optoro,0.4747489223714664,2.483,series-a,series-b
SJF Ventures,Grotech Ventures,Optoro,0.4747489223714664,2.483,series-a,series-b
SJF Ventures,Revolution LLC,Optoro,0.4747489223714664,2.483,series-a,series-b
SJF Ventures,SWaN & Legend Venture Partners,Optoro,0.4747489223714664,2.483,series-a,series-b
Angel CoFund,John Garfield,Orange Money /dba EZBOB,0.8401899262180417,0.58,series-a,series-b
Angel CoFund,Keren Hagshama,Orange Money /dba EZBOB,0.8401899262180417,0.58,series-a,series-b
Angel CoFund,Phenomen Ventures,Orange Money /dba EZBOB,0.8401899262180417,0.58,series-a,series-b
Infinity Venture Partners,BaseVC,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
Infinity Venture Partners,SOS Ventures,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
Infinity Venture Partners,Silicon Valley Bank,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
Infinity Venture Partners,Tony Hsieh,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
Infinity Venture Partners,Vegas Tech Fund,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
SOSventures,BaseVC,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
SOSventures,Infinity Venture Partners,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
SOSventures,SOS Ventures,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
SOSventures,Silicon Valley Bank,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
SOSventures,Tony Hsieh,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
SOSventures,Vegas Tech Fund,OrderWithMe,0.5503915985876174,1.99,series-a,series-b
Amor̤age Rh̫ne Alpes,Naef Gestion Internationale,Oslo Software,0.5383201356850768,2.064,series-a,series-b
Amor̤age Rh̫ne Alpes,Script Capital,Oslo Software,0.5383201356850768,2.064,series-a,series-b
Rhone-Alpes Creation,Naef Gestion Internationale,Oslo Software,0.5383201356850768,2.064,series-a,series-b
Rhone-Alpes Creation,Script Capital,Oslo Software,0.5383201356850768,2.064,series-a,series-b
A Plus Finance,Cr̩dit Agricole Private Equity,Oxatis,0.5503915985876174,1.99,series-a,series-b
Benchmark,Tamares,Panaya,0.3701526333912305,3.313,series-a,series-b
Gemini Israel ventures,Benchmark,Panaya,0.3701526333912305,3.313,series-a,series-b
Gemini Israel ventures,Tamares,Panaya,0.3701526333912305,3.313,series-a,series-b
ComVentures,Foundation Capital,Pano Logic,0.7373277387643191,1.016,series-a,series-b
ComVentures,Fuse Capital,Pano Logic,0.7373277387643191,1.016,series-a,series-b
ComVentures,Goldman Sachs,Pano Logic,0.7373277387643191,1.016,series-a,series-b
Foundation Capital,Fuse Capital,Pano Logic,0.7373277387643191,1.016,series-a,series-b
Foundation Capital,Goldman Sachs,Pano Logic,0.7373277387643191,1.016,series-a,series-b
Goldman Sachs,Foundation Capital,Pano Logic,0.7373277387643191,1.016,series-a,series-b
Goldman Sachs,Fuse Capital,Pano Logic,0.7373277387643191,1.016,series-a,series-b
Sierra Ventures,Accel Partners,Parature,0.5758254406256831,1.84,series-a,series-b
Sierra Ventures,Ching-Ho Fung,Parature,0.5758254406256831,1.84,series-a,series-b
Sierra Ventures,Valhalla Partners,Parature,0.5758254406256831,1.84,series-a,series-b
Valhalla Partners,Accel Partners,Parature,0.5758254406256831,1.84,series-a,series-b
Valhalla Partners,Ching-Ho Fung,Parature,0.5758254406256831,1.84,series-a,series-b
Valhalla Partners,Sierra Ventures,Parature,0.5758254406256831,1.84,series-a,series-b
Kevin Hartz,BlueRun Ventures,PayPal,0.8618575322920482,0.496,series-a,series-b
Peter Thiel,BlueRun Ventures,PayPal,0.8618575322920482,0.496,series-a,series-b
Scott Banister,BlueRun Ventures,PayPal,0.8618575322920482,0.496,series-a,series-b
Fluke Venture Partners,Madrona Venture Group,PayScale,0.7409703550318726,0.999,series-a,series-b
Fluke Venture Partners,Montlake Capital,PayScale,0.7409703550318726,0.999,series-a,series-b
Fluke Venture Partners,Trinity Ventures,PayScale,0.7409703550318726,0.999,series-a,series-b
Madrona Venture Group,Fluke Venture Partners,PayScale,0.7409703550318726,0.999,series-a,series-b
Madrona Venture Group,Montlake Capital,PayScale,0.7409703550318726,0.999,series-a,series-b
Madrona Venture Group,Trinity Ventures,PayScale,0.7409703550318726,0.999,series-a,series-b
Montlake Capital,Fluke Venture Partners,PayScale,0.7409703550318726,0.999,series-a,series-b
Montlake Capital,Madrona Venture Group,PayScale,0.7409703550318726,0.999,series-a,series-b
Montlake Capital,Trinity Ventures,PayScale,0.7409703550318726,0.999,series-a,series-b
General Catalyst Partners,North Bridge Venture Partners,Paydiant,0.6615685426565899,1.377,series-a,series-b
General Catalyst Partners,Sands Capital Ventures,Paydiant,0.6615685426565899,1.377,series-a,series-b
General Catalyst Partners,Stage 1 Ventures,Paydiant,0.6615685426565899,1.377,series-a,series-b
North Bridge Venture Partners,General Catalyst Partners,Paydiant,0.6615685426565899,1.377,series-a,series-b
North Bridge Venture Partners,Sands Capital Ventures,Paydiant,0.6615685426565899,1.377,series-a,series-b
North Bridge Venture Partners,Stage 1 Ventures,Paydiant,0.6615685426565899,1.377,series-a,series-b
Kleiner Perkins Caufield & Byers,Foundation Capital,PeakStream,0.6604826692154597,1.383,series-a,series-b
Kleiner Perkins Caufield & Byers,Sequoia Capital,PeakStream,0.6604826692154597,1.383,series-a,series-b
Sequoia Capital,Foundation Capital,PeakStream,0.6604826692154597,1.383,series-a,series-b
Sequoia Capital,Kleiner Perkins Caufield & Byers,PeakStream,0.6604826692154597,1.383,series-a,series-b
e.ventures,Leapfrog Ventures,Peanut Labs,0.5409795957600284,2.048,series-a,series-b
Granite Ventures,Globespan Capital Partners,Pelican Imaging,0.6961308321142426,1.207,series-a,series-b
Granite Ventures,IQT,Pelican Imaging,0.6961308321142426,1.207,series-a,series-b
Granite Ventures,InterWest Partners,Pelican Imaging,0.6961308321142426,1.207,series-a,series-b
InterWest Partners,Globespan Capital Partners,Pelican Imaging,0.6961308321142426,1.207,series-a,series-b
InterWest Partners,Granite Ventures,Pelican Imaging,0.6961308321142426,1.207,series-a,series-b
InterWest Partners,IQT,Pelican Imaging,0.6961308321142426,1.207,series-a,series-b
Convergence Partners,San Francisco Equity Partners,Penguin Computing,0.7111567402888522,1.136,series-a,series-b
Convergence Partners,Weber Capital,Penguin Computing,0.7111567402888522,1.136,series-a,series-b
Convergence Partners,vSpring Capital,Penguin Computing,0.7111567402888522,1.136,series-a,series-b
San Francisco Equity Partners,Convergence Partners,Penguin Computing,0.7111567402888522,1.136,series-a,series-b
San Francisco Equity Partners,Weber Capital,Penguin Computing,0.7111567402888522,1.136,series-a,series-b
San Francisco Equity Partners,vSpring Capital,Penguin Computing,0.7111567402888522,1.136,series-a,series-b
Weber Capital,Convergence Partners,Penguin Computing,0.7111567402888522,1.136,series-a,series-b
Weber Capital,San Francisco Equity Partners,Penguin Computing,0.7111567402888522,1.136,series-a,series-b
Weber Capital,vSpring Capital,Penguin Computing,0.7111567402888522,1.136,series-a,series-b
Highland Capital Partners,Globespan Capital Partners,PerkStreet Financial,0.4934343279235884,2.355,series-a,series-b
John Thompson,Kleiner Perkins Caufield & Byers,PernixData,0.6632007010632787,1.369,series-a,series-b
John Thompson,Lane Bess,PernixData,0.6632007010632787,1.369,series-a,series-b
John Thompson,Lightspeed Venture Partners,PernixData,0.6632007010632787,1.369,series-a,series-b
John Thompson,Mark Leslie,PernixData,0.6632007010632787,1.369,series-a,series-b
Lane Bess,John Thompson,PernixData,0.6632007010632787,1.369,series-a,series-b
Lane Bess,Kleiner Perkins Caufield & Byers,PernixData,0.6632007010632787,1.369,series-a,series-b
Lane Bess,Lightspeed Venture Partners,PernixData,0.6632007010632787,1.369,series-a,series-b
Lane Bess,Mark Leslie,PernixData,0.6632007010632787,1.369,series-a,series-b
Lightspeed Venture Partners,John Thompson,PernixData,0.6632007010632787,1.369,series-a,series-b
Lightspeed Venture Partners,Kleiner Perkins Caufield & Byers,PernixData,0.6632007010632787,1.369,series-a,series-b
Lightspeed Venture Partners,Lane Bess,PernixData,0.6632007010632787,1.369,series-a,series-b
Lightspeed Venture Partners,Mark Leslie,PernixData,0.6632007010632787,1.369,series-a,series-b
Mark Leslie,John Thompson,PernixData,0.6632007010632787,1.369,series-a,series-b
Mark Leslie,Kleiner Perkins Caufield & Byers,PernixData,0.6632007010632787,1.369,series-a,series-b
Mark Leslie,Lane Bess,PernixData,0.6632007010632787,1.369,series-a,series-b
Mark Leslie,Lightspeed Venture Partners,PernixData,0.6632007010632787,1.369,series-a,series-b
Bill Harris,Crosslink Capital,Personal Capital,0.5243555912241835,2.152,series-a,series-b
Bill Harris,Institutional Venture Partners,Personal Capital,0.5243555912241835,2.152,series-a,series-b
Bill Harris,Venrock,Personal Capital,0.5243555912241835,2.152,series-a,series-b
Institutional Venture Partners,Crosslink Capital,Personal Capital,0.5243555912241835,2.152,series-a,series-b
Institutional Venture Partners,Venrock,Personal Capital,0.5243555912241835,2.152,series-a,series-b
Carmel Ventures,Lightspeed Venture Partners,Personetics Technologies,0.5378781651551638,2.067,series-a,series-b
Carmel Ventures,Sequoia Capital,Personetics Technologies,0.5378781651551638,2.067,series-a,series-b
Sequoia Capital,Carmel Ventures,Personetics Technologies,0.5378781651551638,2.067,series-a,series-b
Sequoia Capital,Lightspeed Venture Partners,Personetics Technologies,0.5378781651551638,2.067,series-a,series-b
Lightspeed Venture Partners,Craig Elliott,Pertino,0.757586111270057,0.925,series-a,series-b
Lightspeed Venture Partners,Gaurav Garg,Pertino,0.757586111270057,0.925,series-a,series-b
Lightspeed Venture Partners,Jafco Ventures,Pertino,0.757586111270057,0.925,series-a,series-b
Lightspeed Venture Partners,Jeffrey Drazan,Pertino,0.757586111270057,0.925,series-a,series-b
Lightspeed Venture Partners,Norwest Venture Partners,Pertino,0.757586111270057,0.925,series-a,series-b
Lightspeed Venture Partners,Steve Campbell,Pertino,0.757586111270057,0.925,series-a,series-b
Norwest Venture Partners,Craig Elliott,Pertino,0.757586111270057,0.925,series-a,series-b
Norwest Venture Partners,Gaurav Garg,Pertino,0.757586111270057,0.925,series-a,series-b
Norwest Venture Partners,Jafco Ventures,Pertino,0.757586111270057,0.925,series-a,series-b
Norwest Venture Partners,Jeffrey Drazan,Pertino,0.757586111270057,0.925,series-a,series-b
Norwest Venture Partners,Lightspeed Venture Partners,Pertino,0.757586111270057,0.925,series-a,series-b
Norwest Venture Partners,Steve Campbell,Pertino,0.757586111270057,0.925,series-a,series-b
HLM Venture Partners,Polaris Partners,Phreesia,0.788050568089763,0.794,series-a,series-b
Long River Ventures,HLM Venture Partners,Phreesia,0.788050568089763,0.794,series-a,series-b
Long River Ventures,Polaris Partners,Phreesia,0.788050568089763,0.794,series-a,series-b
Foundry Group,Individual Investors,Pie Digital,0.6529312963579404,1.421,series-a,series-b
Foundry Group,T-Venture,Pie Digital,0.6529312963579404,1.421,series-a,series-b
Individual Investors,Foundry Group,Pie Digital,0.6529312963579404,1.421,series-a,series-b
Individual Investors,T-Venture,Pie Digital,0.6529312963579404,1.421,series-a,series-b
T-Venture,Foundry Group,Pie Digital,0.6529312963579404,1.421,series-a,series-b
T-Venture,Individual Investors,Pie Digital,0.6529312963579404,1.421,series-a,series-b
Divergent Ventures,Cisco,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Divergent Ventures,Data Collective,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Divergent Ventures,Hummer Winblad Venture Partners,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Divergent Ventures,Swisscom Ventures,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Divergent Ventures,True Ventures,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Hummer Winblad Venture Partners,Cisco,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Hummer Winblad Venture Partners,Data Collective,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Hummer Winblad Venture Partners,Divergent Ventures,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Hummer Winblad Venture Partners,Swisscom Ventures,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Hummer Winblad Venture Partners,True Ventures,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
True Ventures,Cisco,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
True Ventures,Data Collective,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
True Ventures,Divergent Ventures,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
True Ventures,Hummer Winblad Venture Partners,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
True Ventures,Swisscom Ventures,Piston Cloud Computing,0.613923463879359,1.626,series-a,series-b
Trident Capital,Emergence Capital Partners,PivotLink,0.609401953153489,1.651,series-a,series-b
Andreessen Horowitz,Battery Ventures,Platfora,0.7012958352910876,1.183,series-a,series-b
Andreessen Horowitz,Data Collective,Platfora,0.7012958352910876,1.183,series-a,series-b
Andreessen Horowitz,In-Q-Tel,Platfora,0.7012958352910876,1.183,series-a,series-b
Andreessen Horowitz,Sutter Hill Ventures,Platfora,0.7012958352910876,1.183,series-a,series-b
In-Q-Tel,Andreessen Horowitz,Platfora,0.7012958352910876,1.183,series-a,series-b
In-Q-Tel,Battery Ventures,Platfora,0.7012958352910876,1.183,series-a,series-b
In-Q-Tel,Data Collective,Platfora,0.7012958352910876,1.183,series-a,series-b
In-Q-Tel,Sutter Hill Ventures,Platfora,0.7012958352910876,1.183,series-a,series-b
Sutter Hill Ventures,Andreessen Horowitz,Platfora,0.7012958352910876,1.183,series-a,series-b
Sutter Hill Ventures,Battery Ventures,Platfora,0.7012958352910876,1.183,series-a,series-b
Sutter Hill Ventures,Data Collective,Platfora,0.7012958352910876,1.183,series-a,series-b
Sutter Hill Ventures,In-Q-Tel,Platfora,0.7012958352910876,1.183,series-a,series-b
Inventus Capital Partners,Accel Partners,Power2SME,0.6261455138845655,1.561,series-a,series-b
Inventus Capital Partners,Kalaari Capital,Power2SME,0.6261455138845655,1.561,series-a,series-b
Kalaari Capital,Accel Partners,Power2SME,0.6261455138845655,1.561,series-a,series-b
Kalaari Capital,Inventus Capital Partners,Power2SME,0.6261455138845655,1.561,series-a,series-b
DFJ Frontier,Miramar Venture Partners,Predixion Software,0.746468048943898,0.975,series-a,series-b
DFJ Frontier,Palomar Ventures,Predixion Software,0.746468048943898,0.975,series-a,series-b
Miramar Venture Partners,DFJ Frontier,Predixion Software,0.746468048943898,0.975,series-a,series-b
Miramar Venture Partners,Palomar Ventures,Predixion Software,0.746468048943898,0.975,series-a,series-b
Sunstone Capital,Accel Partners,Prezi,0.4865923636214376,2.401,series-a,series-b
Aaron Patzer,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Aaron Patzer,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Aaron Patzer,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Aaron Patzer,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Aaron Patzer,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Andreessen Horowitz,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Andreessen Horowitz,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Andreessen Horowitz,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Andreessen Horowitz,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Andreessen Horowitz,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Anthem Venture Partners,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Anthem Venture Partners,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Anthem Venture Partners,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Anthem Venture Partners,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Anthem Venture Partners,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Brad Garlinghouse,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Brad Garlinghouse,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Brad Garlinghouse,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Brad Garlinghouse,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Brad Garlinghouse,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
CrunchFund,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
CrunchFund,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
CrunchFund,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
CrunchFund,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
CrunchFund,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Data Collective,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Data Collective,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Data Collective,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Data Collective,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
David Ulevitch,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
David Ulevitch,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
David Ulevitch,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
David Ulevitch,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
David Ulevitch,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Founder Collective,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Founder Collective,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Founder Collective,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Founder Collective,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Founder Collective,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Garrett Camp,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Garrett Camp,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Garrett Camp,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Garrett Camp,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Garrett Camp,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
IDG Ventures,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
IDG Ventures,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
IDG Ventures,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
IDG Ventures,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
IDG Ventures,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
MkII Ventures,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
MkII Ventures,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
MkII Ventures,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
MkII Ventures,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
MkII Ventures,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Pacific Partners,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Pacific Partners,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Pacific Partners,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Pacific Partners,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Pacific Partners,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Promus Ventures,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Promus Ventures,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Promus Ventures,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Promus Ventures,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Promus Ventures,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SV Angel,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SV Angel,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SV Angel,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SV Angel,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SV Angel,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SeriesG,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SeriesG,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SeriesG,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SeriesG,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
SeriesG,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
TomorrowVentures,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
TomorrowVentures,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
TomorrowVentures,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
TomorrowVentures,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
TomorrowVentures,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Triangle Peak Partners,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Triangle Peak Partners,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Triangle Peak Partners,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Triangle Peak Partners,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Yuri Milner,Data Collective,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Yuri Milner,Expa,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Yuri Milner,Intel Capital,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Yuri Milner,Presidio Ventures,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Yuri Milner,Triangle Peak Partners,Prism Skylabs,0.5260811531124309,2.141,series-a,series-b
Adams Capital Management,HPI Group,ProspX,0.5162361489992962,2.204,series-a,series-b
Accel Partners,Benchmark,Prosper,0.7777620092882072,0.838,series-a,series-b
Accel Partners,Fidelity Ventures,Prosper,0.7777620092882072,0.838,series-a,series-b
Accel Partners,Omidyar Network,Prosper,0.7777620092882072,0.838,series-a,series-b
Benchmark,Accel Partners,Prosper,0.7777620092882072,0.838,series-a,series-b
Benchmark,Fidelity Ventures,Prosper,0.7777620092882072,0.838,series-a,series-b
Benchmark,Omidyar Network,Prosper,0.7777620092882072,0.838,series-a,series-b
Relay Ventures,Scale Venture Partners,PubNub,0.6391356235511014,1.492,series-a,series-b
Relay Ventures,TiE Angels,PubNub,0.6391356235511014,1.492,series-a,series-b
TiE Angels,Relay Ventures,PubNub,0.6391356235511014,1.492,series-a,series-b
TiE Angels,Scale Venture Partners,PubNub,0.6391356235511014,1.492,series-a,series-b
Glenn Winokur,Kleiner Perkins Caufield & Byers,Puppet Labs,0.7253145201307023,1.07,series-a,series-b
Glenn Winokur,Radar Partners,Puppet Labs,0.7253145201307023,1.07,series-a,series-b
Glenn Winokur,True Ventures,Puppet Labs,0.7253145201307023,1.07,series-a,series-b
Radar Partners,Kleiner Perkins Caufield & Byers,Puppet Labs,0.7253145201307023,1.07,series-a,series-b
Radar Partners,True Ventures,Puppet Labs,0.7253145201307023,1.07,series-a,series-b
True Ventures,Kleiner Perkins Caufield & Byers,Puppet Labs,0.7253145201307023,1.07,series-a,series-b
True Ventures,Radar Partners,Puppet Labs,0.7253145201307023,1.07,series-a,series-b
Brad Garlinghouse,Greylock Partners,Pure Storage,0.6225558279239852,1.58,series-a,series-b
Sutter Hill Ventures,Brad Garlinghouse,Pure Storage,0.6225558279239852,1.58,series-a,series-b
Sutter Hill Ventures,Greylock Partners,Pure Storage,0.6225558279239852,1.58,series-a,series-b
Ascent Venture Partners,Egan-Managed Capital,Pyxis Mobile,0.5115930098459255,2.234,series-a,series-b
Egan-Managed Capital,Ascent Venture Partners,Pyxis Mobile,0.5115930098459255,2.234,series-a,series-b
Big Bang Ventures,Partech Ventures,Q-Layer,0.8137027397394111,0.687,series-a,series-b
Big Bang Ventures,Wellington Partners,Q-Layer,0.8137027397394111,0.687,series-a,series-b
Themis Computer,Airtek Capital Group,Quorum,0.371981296457845,3.296,series-a,series-b
Themis Computer,Toba Capital,Quorum,0.371981296457845,3.296,series-a,series-b
Catamount Ventures,Matrix Partners,Quri,0.5921326248907613,1.747,series-a,series-b
Catamount Ventures,Simon Equity Partners,Quri,0.5921326248907613,1.747,series-a,series-b
Simon Equity Partners,Catamount Ventures,Quri,0.5921326248907613,1.747,series-a,series-b
Simon Equity Partners,Matrix Partners,Quri,0.5921326248907613,1.747,series-a,series-b
Accel Partners,Marker,Qwilt,0.7193815102394031,1.098,series-a,series-b
Accel Partners,Redpoint Ventures,Qwilt,0.7193815102394031,1.098,series-a,series-b
Redpoint Ventures,Accel Partners,Qwilt,0.7193815102394031,1.098,series-a,series-b
Redpoint Ventures,Marker,Qwilt,0.7193815102394031,1.098,series-a,series-b
.406 Ventures,Castile Ventures,RatePoint,0.558589254342005,1.941,series-a,series-b
.406 Ventures,Prism Venture Management,RatePoint,0.558589254342005,1.941,series-a,series-b
Prism Venture Management,.406 Ventures,RatePoint,0.558589254342005,1.941,series-a,series-b
Prism Venture Management,Castile Ventures,RatePoint,0.558589254342005,1.941,series-a,series-b
Sierra Ventures,Georgian Partners,Razorsight,0.19077252843294074,5.522,series-a,series-b
Sierra Ventures,Square 1 Bank,Razorsight,0.19077252843294074,5.522,series-a,series-b
Cardinal Venture Capital,Garage Technology Ventures,Razz,0.7211562992504386,1.09,series-a,series-b
Cardinal Venture Capital,Greenpark Capital,Razz,0.7211562992504386,1.09,series-a,series-b
Cardinal Venture Capital,Mayfield Fund,Razz,0.7211562992504386,1.09,series-a,series-b
Garage Technology Ventures,Cardinal Venture Capital,Razz,0.7211562992504386,1.09,series-a,series-b
Garage Technology Ventures,Greenpark Capital,Razz,0.7211562992504386,1.09,series-a,series-b
Garage Technology Ventures,Mayfield Fund,Razz,0.7211562992504386,1.09,series-a,series-b
Smac Partners,Cardinal Venture Capital,Razz,0.7211562992504386,1.09,series-a,series-b
Smac Partners,Garage Technology Ventures,Razz,0.7211562992504386,1.09,series-a,series-b
Smac Partners,Greenpark Capital,Razz,0.7211562992504386,1.09,series-a,series-b
Smac Partners,Mayfield Fund,Razz,0.7211562992504386,1.09,series-a,series-b
