eval_date,investor,tps,in_top_tier,audit_hash
2006-03-31,RedShift Ventures,0.10992133420094007,True,b704c3ee8ee7e578
2006-03-31,Leapfrog Ventures,0.10886947441350764,True,b704c3ee8ee7e578
2006-03-31,Storm Ventures,0.10602829792710379,False,b704c3ee8ee7e578
2006-03-31,Inflection Point Ventures,0.10177025427996032,False,b704c3ee8ee7e578
2006-03-31,Maryland Department of Business and Economic Development,0.10177025427996032,False,b704c3ee8ee7e578
2006-03-31,WS Investments,0.10177025427996032,False,b704c3ee8ee7e578
2006-03-31,Outaouais Regional Solidarity Fund,0.10162770497077296,False,b704c3ee8ee7e578
2006-03-31,Bay Partners,0.09957323801331541,False,b704c3ee8ee7e578
2006-03-31,RPM Ventures,0.09919463825022999,False,b704c3ee8ee7e578
2006-03-31,DFJ Esprit,0.09899304481213646,True,b704c3ee8ee7e578
2006-03-31,ARCH Venture Partners,0.09608543529744216,True,b704c3ee8ee7e578
2006-03-31,e.ventures,0.09374672337561282,False,b704c3ee8ee7e578
2006-03-31,OCA Ventures,0.09275716069326313,False,b704c3ee8ee7e578
2006-03-31,Pritzker Group Venture Capital,0.09275716069326313,False,b704c3ee8ee7e578
2006-03-31,GrowthWorks Capital,0.08886143029961727,False,b704c3ee8ee7e578
2006-03-31,Gemini Israel ventures,0.08635037033142515,False,b704c3ee8ee7e578
2006-03-31,Novak Biddle Venture Partners,0.08109367072606742,True,b704c3ee8ee7e578
2006-03-31,Allegis Capital,0.07921275283399251,False,b704c3ee8ee7e578
2006-03-31,Flywheel Ventures,0.07527867101347864,False,b704c3ee8ee7e578
2006-03-31,George Soros,0.07089793525832482,False,b704c3ee8ee7e578
